"sys_loadingid","sys_cdc","sys_checksum","kundeid","vereinspartnerid","vorname","name","geschlecht","geburtsdatum","telefon","mobil","email","kreditkarte","gueltigbis","kkfirma"
2,I,0x60ea51e75203309948cd81e568d5b05b71cfa000a5c7047832d1722003d2f86e,"308",VolleRose,Arthur,Birke,,1970-02-11,"08221/39916250","0152/8164464",arthur.birke@open-mail.none,"9501 3000 0879 1470","08/18",Mastercard
2,I,0x361e5af61c8edb94cd4b1781b1d2943d39fc997a57c1a9cfa95edb6ae59c1cd7,"340",Abendröte,Ulvi,Haubrich,m,2019-03-01,"04351/3306192",,ulvi.haubrich@retromail.none,"0500 0000 0188 8498","08/16",Mastercard
2,I,0x4c190e268c2f31479086bbb3a00ae11218bca4f27a02caa1242aa521c56eb85a,"301",Ruhrmorig,Theodeline,Böhlke,w,1981-08-07,,,theodeline81@mymail.none,"0605 9200 0131 0597","10/16",Mastercard
2,I,0x9ddc6fce4e807cd2866e7ef865eafdbe5ebba5af69e530d16178469592e23dbf,"302",Blaetterglueck,Marten,Rißmann,m,1986-08-15,"05451/78284317","0171/8985622",marten.rissmann@open-mail.none,"0200 7300 0462 9509","01/19",VISA
2,I,0x4995fae2825e76755db3c17342199cc19fd420ab1e2558df3b7bf2d084d736f6,"325",GlückAuf,Finchen,Thum,w,1966-01-20,"0241/91817106",,f-1966@kitty.none,"6625 4000 0821 4150","01/01",VISA
2,I,0x09ed597cd1b4c54f77921e13a07704d961d43909a7bbaa35580b35e26b88d5a3,"331",,Erdmuthe,Rieckmann,w,1917-05-17,"06724/82933857","0167/3219000",erdmuthe-rieckmann@domain.none,"1691 8600 0607 2130","01/13",VISA
2,I,0xaf861468f83852f14e25e8f28f443955c89814a3f11325bac587f8a7169584e0,"346",,Lydia,Maschke,w,1976-02-15,"07275/34392515","0153/6568426",lydia-76@anymail.none,"3525 6500 0676 4290","09/85",Mastercard
2,I,0xdb17da5384945246ce8345dcac15903d5001231dd008a93aa85c1cf951949d98,"316",,Catharina,Frieling,d,1981-11-16,"08083/63867424","0157/3385829",catharina.frieling@goggle-mail.none,"0613 0300 0653 8429","09/93",Mastercard
2,I,0x93b20228e37907b9ba7912b3b5473c36affb5a7e053dd0bd3321ebb86f3a72ae,"336",,Hanswolf,Gröger,m,1999-12-23,"09662/72812196","0159/4887790",hanswolf-99@email.none,"2800 2000 0499 2830","09/20",Mastercard
2,I,0xfeda738f34176b64957d49508673926db7dcf30e1dea15d51b3757864feed3bb,"319",Abendröte,Timon,Zeilinger,m,1944-08-25,,"0176/1928051",timon.zeilinger@quickmail.none,"0500 0000 0018 2918","01/13",VISA
2,I,0x3bcb3dfd35b7eff91a5249d36d64b43a37a9e3277557157c45230cdb93e8d536,"315",Blaetterglueck,Fabio,Butsch,m,2011-06-15,"0395/50007504",,fabiobutsch@bestmail.none,"0601 0000 0128 5504","12/91",American Express
2,I,0xf5f7dda384ad6e27162412c10b6c41480a9d76fd8ef8269cad2a6d25ced7a7ec,"327",Ruhrmorig,Thankmar,Gomez,m,1960-01-31,"06202/79379640","0160/7340250",thankmar-1960@company.none,"6500 1000 0326 5380","06/13",Mastercard
2,I,0x586c06e895a3c9b42185a337cfbf60ee862b43408a82623d42ce98d6eef87e9a,"321",VolleRose,Hansjürgen,Siebers,m,1928-05-02,"06432/35397987","0155/4730091",hansjuergen.siebers@web.none,"3400 7600 0709 7670","04/99",VISA
2,C,0xe8562e5caf8e41bcd839eecfa3942e04db177c4b4e931bcfef84f74632bf1a06,"10",Druff1848,Elgine,Röhrle,w,1912-03-22,,,elgineroehrle@quickmail.none,"0000 8487 0962 1400","08/17",Mastercard
2,C,0xe3a2d637bc91348661e2e426b1cc02bfa1d3efbcffcea0456f86c95349763b31,"107",GlückAuf,Walter,Thier,m,1951-12-31,"07157/85249796","0165/4543863",walterthier@web.none,"0000 6425 0800 2000","12/10",American Express
2,C,0xc5e13d93f9d284e29b465478951510599a152af7b530d9c6a9961c59b3f71743,"115",,Iman,Demirel,m,2015-10-10,"06727/63554870","0169/1290925",idemirel@net-mail.none,"0000 0778 0608 9600","07/03",Mastercard
2,C,0x7d7f78046c0caebb341f6996c7dda07897a665914281ed14ade34b78530e44eb,"118",,Edeltraud,Hardt,d,2005-04-15,"02663/46415610","0177/3655143",edeltraudhardt@quickmail.none,"0000 3773 3692 6400","03/20",VISA
2,C,0xe043a17e174e1878f6ab0970cad4d2c921d5630e19a64b1a0d01224fb033cf94,"12",,Elgine,Tams,w,1981-09-14,"06674/61178929","0174/9706169",elgine-tams@anymail.none,"0000 3182 0640 3800","01/10",VISA
2,C,0xdcdf5edda457470c7f00cf8255c77eca7ba947adb953958ab73898fb61e16b57,"125",WochenendGLück,Eileen,Poppinga,w,1962-03-19,"07531/8313514",,eileenpoppinga@anymail.none,"0000 4558 5501 3000","10/13",Mastercard
2,C,0xf0a52593f44bf44383821ded469f88f4bdf77463d87f618b2beb5563cf2b8f30,"13",VolleRose,Lana,Soika,w,1915-11-11,,,lana_soika@bestmail.none,"0000 5310 0900 0000","01/01",VISA
2,C,0x293b4de5a8fe28a33b0f48dbec54ecc13799b95d1a89f911a0df65b486d94a92,"138",WochenendGLück,Doris,Köhnlein,w,1943-11-06,"02685/89713045",,doris_koehnlein@retromail.none,"0000 9850 7500 9400","06/20",Mastercard
2,C,0x8349c8687f8edd837979f55f826ebb1a8e5119edaf3229e62d589dc036877668,"16",VolleRose,Alinde,Rühling,w,1975-03-10,"05905/19958701","0150/3217238",a-ruehling@bestmail.none,"0000 1551 1519 1900","07/01",Mastercard
2,C,0x761d0ab9feb41c7940c431122270bd9fc4589fe79eceb95eed7f23c15011c5eb,"218",,Dörthe,Doll,w,1934-12-19,"02235/98283187","0162/5029834",d1934@domain.none,"0000 0369 4500 6500","09/96",Mastercard
2,C,0x61b95c0783c2276ee42ed026fd80c63b7692834c5a3af8343ca69a8af79d042f,"261",VolleRose,Fridolin,Fisch,m,1921-03-27,,"0154/7847161",ffisch@quickmail.none,"0000 3829 0501 0100","07/20",Mastercard
2,C,0x9c8569ab38b492c8a31fc86b8228fda489c8fba9e0f9389379d918ab10860ecb,"272",,Ilsemarie,Küstner,d,1920-01-17,"02192/85028179","0158/1251956",ilsemarie-kuestner@goggle-mail.none,"0000 2151 0500 1500","03/12",VISA
2,C,0x4eff1e7725f9af60369ff983e9c78204be337ca8c72772aba08f985552702cd0,"273",Druff1848,Beate,Sigg,w,1918-10-02,"07533/97143005","0171/5530010",beate_sigg@spam-mail.none,"0000 1162 2515 5000","10/14",Mastercard
2,C,0x18ba54b5632acdf09db316f1c3aa99b2640e98a0517e5966e8a67baee2476b46,"28",Ruhrmorig,Carola,Ostermeier,w,1905-10-07,"06551/50428822","0171/3461070",c-ostermeier@justmail.none,"0000 7968 4522 9000","07/93",Mastercard
2,C,0xc05c7c0a2e633f1b5c5bebf95c463bef1b7a8155f897f4864f53fe3f96f1039c,"6",,Leoni,Peuker,w,1976-11-05,"06542/8898003","0158/7935398",leoni_peuker@justmail.none,"0000 7985 0501 0000","12/05",American Express
2,C,0x3a63d3c9f73e517d10c917b1cfc1a54d11b52e92ba9453efb76817fcd581be93,"7",Blaetterglueck,Bettina,Pilgrim,w,1967-01-25,"04533/19946621","0163/9688384",bettina-pilgrim@anymail.none,"0000 0225 6916 3300","06/13",Mastercard
2,D,0x,"70",,,,,,,,,,,
3,I,0xf2d8510a8ec61dbeddd74e9835d063f7197ba8e6c09673c25f26306aa0dd75a2,"362",Druff1848,Klotilde,Schaak,w,1952-02-28,"04189/35139520","0179/9682344",kschaak@company.none,"2516 3000 0515 7250","05/12",American Express
3,I,0x08177c758851760e6a5e46dd583fc2aee3e3d69e17f511eeda3a031fe71eec7b,"368",GlückAuf,Lerke,Brettschneider,,1943-02-26,"06243/33568392","0171/2286379",lerke_1943@net-mail.none,"1900 8200 0655 7460","07/17",Mastercard
3,I,0x0e7cbfd2081e6780d1aa377327a6ecb7b5c13dc5514c472c45c547979f652024,"409",Abendröte,Lena,Brandenburg,w,1945-01-03,"09081/92704345",,lena-brandenburg@goggle-mail.none,"3600 3300 0764 3410","01/17",VISA
3,I,0x29240d9941cef60628b042a13bfde4bda25325d5f84d6a346b51ef0c01052237,"379",,Bertwin,Pape,m,1944-12-01,"04321/83370480",,bertwin.pape@anymail.none,"0800 8500 0186 4149","03/03",VISA
3,I,0xf0c26c2d8d6f4d174f4db03851cd4e33d276c232c6ba8765f598219a886b88bd,"376",,Ingomar,Schöffel,d,1985-02-04,"09193/22982275","0168/4745009",ingomarschoeffel@company.none,"0400 0000 0712 1960","09/94",Mastercard
3,I,0x8edc624f98e5aeceb52a08131f62d3f6a02f5992b29c9ea6430fcd78b1d3d658,"385",,Giselher,Lüke,m,1999-04-12,"02654/63473903",,g.lueke@lovemail.none,"0695 5900 0820 3729","12/20",American Express
3,I,0xe6fe18255f8cc9392c107d875d33d29028bfa3434481e29cd3d2bf98b9805657,"354",,Albin,Kansy,m,2011-07-12,"09366/10730757",,albin_kansy@bestmail.none,"0505 0500 0362 8429","12/19",American Express
3,I,0x80c1282a605299b4b6f4a2190f01c50c07b7e136d28cf565f96d201f0528d65a,"404",GlückAuf,Tankred,Lübbers,m,1922-05-13,"09003/14219378","0173/9658296",tankred.luebbers@bestmail.none,"0537 2200 0814 0246","10/19",Mastercard
3,I,0xb5c05c24dc5c69bd12dd4d8f3db9e821260a21dc619369c9cde1c4c4ea6e0794,"389",,Antje,Behlau,w,2007-04-28,"02651/51353372","0163/5569280",antje.behlau@hoster.none,"0893 2100 0905 7036","10/17",Mastercard
3,I,0x35874e197b16f1aa6886423b1489d0e548af5e2b4f645465c64bf5886cc80e69,"364",,Friedlinde,Häßler,w,1922-08-11,"07945/25748642","0161/7214789",f.22@xyz.none,"1628 9800 0788 2280","10/90",Mastercard
3,I,0x7d3d8a3fca12a569b5e6edfd1617408ec55c47ad1e7fd521ea24548fb91d1744,"378",,Artur,Kahnt,m,1908-04-11,"04173/57997437","0177/5010252",a_kahnt@mymail.none,"0697 1600 0512 0992","03/16",VISA
3,I,0x4b1ed95dd76818d3325d7edb971ca776cefcdf1f76243de65b4b71e86097ce18,"401",,Martha,Mustafa,d,1933-05-23,"07172/91750688","0175/4781896",marthamustafa@email.none,"2101 5500 0673 2550","09/09",Mastercard
3,I,0x199d6d512d12461168e2fb440ed252620eb18217f7e013df52e2a03ed862dcc6,"399",,Reginhardt,Roberts,m,1952-10-27,"06381/73988479","0178/6962734",reginhardt_52@private.none,"5601 0300 0254 7790","07/13",Mastercard
3,I,0xc3a479fcd6cf80d63531b6d06bae959b99f7a741bad6887b6603d4a99149fd44,"377",VolleRose,Adelgund,Kögler,w,1991-06-11,"0281/39738619","0151/8985349",adelgund-1991@bestmail.none,"3400 5800 0955 2420","05/15",VISA
3,I,0x16322f9fea3d537780e52432c0ea3dcaa767cf1a3b0a9b883d1772cefb2ad5d3,"359",,Levin,Heitz,,1981-04-12,"08034/17503780","0160/8730766",lheitz@live-mail.none,"0502 0100 0649 2687","01/96",VISA
3,I,0xb2ab45d7752e768dfb0dc87ad9b06d65e7e13e7903411335d1448506ba8dac2a,"397",,Ornulf,Bischoff,m,1970-08-21,"06751/10925336",,o-bischoff@ultramail.none,"8624 5100 0454 7890","09/06",Mastercard
3,I,0xb8c957ebb05e22dde6e692030a4d8ac2ac7ec78fa87eac4455951c788227acc2,"382",,Jacqueline,Oelkers,d,1929-05-28,,"0152/9034638",jacqueline.oelkers@ultramail.none,"0614 2500 0420 7752","07/06",Mastercard
3,I,0xdf617bdcfe6c87ec7f87aed877adb45bb4b37ae5ce9da430bbb17ab0a04e0e87,"358",Blaetterglueck,Giulia,Seewald,w,1983-05-23,"06341/68060406",,giulia-seewald@lovemail.none,"3923 0000 0784 2310","04/19",VISA
3,I,0xc3ac5e252a5cb7cdef05a98402220a00c4b39182379bb69d628a6d1d451d45d7,"365",Druff1848,Clemens,Prien,m,2020-04-25,"03947/32913610","0157/6854268",c.prien@inter-mail.none,"1545 3000 0314 5100","01/99",VISA
3,I,0x4c29a8a55851308f7e508f8732df433382827ad8ac88518a44cd71881d1816cc,"369",,Karlernst,Lausen,,1984-02-04,,,k.84@retromail.none,"5500 0000 0296 0870","03/21",VISA
3,I,0x471205a744eeb454c8fa70eed2b5b66d9ff430fa2bd514da56a1fb1e52339e19,"403",,Edeltraudt,Weiland,w,1944-01-30,"0621/81232205","0172/4446577",edeltraudt.weiland@spam-mail.none,"3900 0000 0750 7620","05/15",VISA
3,I,0x013a762f5f5a4b14813950219548344d98bbf9a4c07b86f07324d31053a14c6f,"393",Morgenstern,Leopold,Utecht,m,2003-02-09,"06597/38194168","0150/2000457",leopold_utecht@mymail.none,"0505 0500 0868 8927","07/15",Mastercard
3,I,0x52782d887c088a1ea2895b192fa56738fc373745a29d788a961b9b76ae333d09,"395",,Alwin,Varga,,1932-09-05,"03907/15395250","0166/1889669",alwin-varga@email.none,"6513 2500 0758 8070","10/00",Mastercard
3,I,0x30b2e20355a93b8252647af71bac0c81247ec803327a44bc05c4200ec4124dfe,"380",,Hellfried,Cetinkaya,m,1991-08-13,"08245/40443700","0166/8205625",hellfried_cetinkaya@ultramail.none,"5600 6000 0526 0330","08/08",Mastercard
3,I,0x19713d89bdcbdacc6e62f02ee2d4b26b2cc9fbb8fa51a0ed4950c59d0cf9ca60,"386",WochenendGLück,Marli,Ellwanger,w,2007-04-28,"06249/76725209","0156/8489591",marli_ellwanger@ultramail.none,"1900 0000 0603 2670","07/20",Mastercard
3,I,0xb0bea03d592224f3ba31d94ab57455366d3a05c356d771bb77385359a8013d71,"370",Morgenstern,Corbinian,Rudel,m,1972-05-13,"04881/29290328","0155/2199729",corbinian_rudel@domain.none,"0695 3800 0068 2486","02/03",VISA
3,I,0xe0ee7aaddc5102776d2f3049983e8259240f67aaf99a0eed3e7689f41fcb9cc6,"352",,Winand,Paus,m,1929-03-25,"05771/52564417","0170/1181752",w.paus@xyz.none,"5700 6100 0383 2200","08/12",American Express
3,I,0x90c6f00b36e9644b9eea56d38749c792379a58e84ea208f426283f9c18e41015,"387",,Astrid,Robinson,w,2018-10-25,"06184/40304980",,astridrobinson@domain.none,"0500 0000 0682 9677","10/06",Mastercard
3,I,0x31a7f93bfc7878fc8c88f6bfa646889d3e7d6a6e1209f3bc7c8382fbba0c7e8f,"384",Blaetterglueck,Hansgerd,Wüstner,m,1943-02-19,"08456/2714722","0173/5622090",h_wuestner@live-mail.none,"1500 0000 0835 8920","12/20",American Express
3,I,0x52c3cca3845a1cb88a68110f39c2ed6de90b6c0e0f0028285dbd54e3dbba9329,"373",WochenendGLück,Ludwig,Hachmann,m,1972-06-06,"08841/50859717","0153/5903606",l-hachmann@quickmail.none,"0700 2800 0280 3760","11/84",American Express
3,I,0x5b9d5c30024a9cc73564a63aeae6c70a8ca280d5c3ff1618d7c774e66f8f480d,"375",Druff1848,Tiburtius,Gründler,d,2010-03-01,"0331/18400873","0162/4865909",tiburtius2010@quickmail.none,"0300 0100 0558 4201","02/98",VISA
3,I,0x40830987bc4b55b30b7c35bcb0dacab720970c3bf7927135a29d4b4c70c6c2e4,"408",,Gismar,Krügel,m,1988-09-20,"04155/8025729","0176/3716716",g-kruegel@goggle-mail.none,"3901 3000 0756 0270","10/11",American Express
3,I,0xe41df02ea6b652d8813020ac796e4f836ef2642677edf783c14d014dfddf87e6,"383",Morgenstern,Wastl,Griesbeck,,2002-02-01,"06525/23054160","0159/5555562",wastl-02@inter-mail.none,"4500 6500 0582 4450","05/99",VISA
3,I,0xff0bc86e44221dcc76c5e00db32799d4fe2057849a30bf9c9d674c319a8858e5,"367",,Bianka,Weinmann,,1927-04-08,"06382/79238033",,bianka_weinmann@funmail.none,"7625 5000 0467 5020","12/07",Mastercard
3,I,0xfac3abdcc56f13cb629f6b84b97ea3786ea394bf4e16650c2039c33e057f84c9,"398",Druff1848,Arnulf,Schug,m,2003-11-23,"02644/47461359","0152/4202682",aschug@domain.none,"1900 0000 0649 9490","09/09",Mastercard
3,I,0xd265fde19aaee108b9aa2e7a8f34353181d996a7a73ff6b66f356e277ddd3cf2,"357",Morgenstern,Hansgerd,Kimpel,m,1986-09-09,"06343/2588666","0158/1758679",hansgerd_kimpel@hoster.none,"0700 2000 0018 5758","04/14",VISA
3,I,0xfca37729089e3c9f7d8c9206789afb13154c4d55e947bf84edd082e4f4e22ffe,"371",Blaetterglueck,Heinzkarl,Eren,,1917-08-31,,,h-17@bestmail.none,"5510 2000 0856 8040","06/79",Mastercard
3,I,0x0e68fa4ef52917a96695ff34c0bc3ba6bbea4b1310539b146e06511b39b089fc,"410",,Karina,Wust,w,1989-04-02,"06762/3144274","0179/8167911",k_wust@email.none,"0100 8500 0920 2127","10/09",Mastercard
3,I,0x82c34f4f4258db6426080e869050ceb1ebcfe1543dfcb8c656dd24eba39ebd13,"390",VolleRose,Horstmar,Worms,d,1979-12-28,,"0179/2274403",horstmar-worms@anymail.none,"0905 0000 0979 9862","04/11",American Express
3,I,0xaf4a1a6860c55449ac62c770298463ed008eaa0b25c47fb9ac152da2170ef340,"405",,Laurenz,Schill,m,1944-07-31,"02772/60752478",,laurenz_44@kitty.none,"3646 8900 0511 0030","02/07",Mastercard
3,I,0xe76ec6c8e2c56001d26c8c4daf5f8190704f8a24a350de248803315d8a5217ce,"406",Morgenstern,Friedrun,Fingerhut,w,1980-09-14,,"0170/2099341",friedrun80@email.none,"7500 0000 0985 0720","02/15",VISA
3,I,0x06b16dba80ad475eb74a326feb8d39574e90c4dde77e9c8a9fde2f1ec2cf29ff,"356",,Hildemar,Schneemann,m,1943-10-07,"04394/96181715","0168/8040365",h-schneemann@anymail.none,"4601 1700 0882 1030","01/20",VISA
3,I,0x7af7f4c8569dead1570a937fb0a65a84d3968d197d2a20770c175c2699be576a,"360",WochenendGLück,Heinolf,Hennrich,m,1965-08-14,"07131/42948428","0168/1709119",heinolf-hennrich@live-mail.none,"1641 4900 0178 0040","01/20",VISA
3,I,0xf7398e72c97721c746198f5b1bae848c01ec9c8e84fd14ce612bb21ff320fdad,"381",GlückAuf,Eckehardt,Limberg,m,1996-07-04,,"0174/2242610",eckehardt.limberg@validmail.none,"2700 2400 0005 2050","02/05",VISA
3,I,0x6f4dfcca159f95428c2123ff6ad5eadb893731e6abe30ff8a1011b6bb367f407,"372",,Almtrud,Freiberg,w,1952-02-29,"0234/32878438","0175/5627217",almtrudfreiberg@hoster.none,"6621 5500 0593 9950","01/09",Mastercard
3,I,0x650ae7bf7858416c8e9bd352a0d8f050d9dcbf12d36d7efbeb5af3091c660d11,"402",,Katharina,Rentz,w,1997-05-10,"06563/11914679","0174/9812750",katharina-rentz@lovemail.none,"0505 0000 0337 8867","10/02",VISA
3,I,0xdd9cc5226424d6370aae7d38ab6a4775da18450485d53eaea356659547d59e91,"374",,Tom,Grotz,m,2020-07-25,"09083/94412338","0157/9859620",tom.2020@spam-mail.none,"8643 2200 0056 4080","06/12",American Express
3,I,0xb3a7f7fbc870b1b47ca8dbe475ddefa6b13848d3690af10da51d3afb389a1420,"353",VolleRose,Fridegund,Lawson,w,1984-08-11,,,f_lawson@domain.none,"0516 2000 0862 1252","01/90",VISA
3,I,0xa976f1beae370e830936553dfd64e560339fe787a839649e3859132db9520969,"392",,Stanislaus,Groneberg,m,1917-09-11,"07666/98231733","0152/1111333",stanislaus_groneberg@email.none,"2517 5500 0792 0450","09/13",Mastercard
3,I,0xb549c06857714a0385545b26f54f1c44747b1412e98e44749e93a3505f431e54,"388",Druff1848,Annely,Friedrichs,w,2017-05-28,"04859/53838709","0153/9289221",annely_friedrichs@ultramail.none,"2510 2000 0429 6380","06/19",Mastercard
3,I,0x3cb730dd0c790c4bb3d9c79dcd9b7f946acddce3afe954da379eee5fea0677c4,"394",Blaetterglueck,Annehilde,Böll,,1964-11-26,,,annehilde_boell@company.none,"6512 4000 0106 0740","06/84",Mastercard
3,I,0xf6d955f1290d8058712eb5ad9285daa04d921e057bcb5d88befb455ca9ffcb0e,"355",GlückAuf,Edeltraud,Balser,w,1922-03-01,,"0170/4650526",e.balser@open-mail.none,"0500 0000 0209 1298","05/14",VISA
3,I,0x08d2894ca8408b89e20c98ffff961108d1f71de7a2e96a4f45c01d987925c2ad,"351",VolleRose,Richard,Ruprecht,m,1963-12-29,"04454/13284773","0154/3688785",richard.1963@spam-mail.none,"0693 2900 0222 1333","01/21",VISA
3,I,0x18d7a54fe277589b3d10c29eb325710306a924daa25a39f04fc31fb8f836e0fb,"391",,Edelfried,Claßen,m,1954-08-14,"04346/89593696","0178/8561489",e.classen@web.none,"2617 0000 0384 0930","04/93",VISA
3,I,0x60846adac04489a6716daf6457922b9af20d7da39f5f9abe364e1f3b97bc1417,"361",,Lothar,Morgenroth,,1907-08-26,"08705/42300470","0177/5845391",lothar.morgenroth@net-mail.none,"2600 8200 0609 7750","01/88",VISA
3,I,0x8e609c1600a144ea264947f89c566fce3e9e4608cfa9e1a4da9437cd79fe4f7f,"396",Abendröte,Wilfrid,Ryll,m,1973-05-11,"08133/46044403","0175/6471838",w.ryll@inter-mail.none,"0697 0700 0024 3758","07/19",Mastercard
3,I,0x57e400d9943bef66dddfda35e187ecb89ce9b8b26b6f71336427e51fbfe05821,"363",,Wichard,Adolf,,1967-07-17,"05332/42298962","0162/2365001",w_adolf@goggle-mail.none,"0700 1000 0234 1368","08/78",Mastercard
3,I,0xbd38132e71fffa0b455fe33a5df7ffd0ae38d4aeef0dab5fadc5504befd27a2d,"407",Blaetterglueck,Tabea,Zender,w,1993-02-05,"02681/7396061","0167/2266398",tabeazender@bestmail.none,"0501 0100 0967 0118","09/17",Mastercard
3,I,0x12f5c6bbd9148b86dd8ee82a784c47e189469cc35d44f16d53c0a01c6be97c73,"366",,Emma,Reiner,w,2011-12-04,"02653/97936088","0163/5259630",ereiner@mymail.none,"0602 0800 0647 7772","10/92",Mastercard
3,I,0x3f2c32bda5af87d9650d0afc0363fadf91bd12698787aec8732f1bb3d3e7d0ba,"400",VolleRose,Waldtraud,Welzel,,1932-08-05,"02566/49317425","0167/9849539",waldtraud-32@live-mail.none,"0940 5400 0257 7978","02/11",American Express
3,C,0x796d6f2851820b4bb7e945a6d9741774d2d4b2d2a288bf5005e4559f426ab69b,"107",GlückAuf,Waltraud,Thier,w,1951-12-31,"07157/85249796","0165/4543863",waltraudthier@web.none,"0000 6425 0800 2000","12/10",American Express
3,C,0x4af02d7bfc5a460ca3f1ddd41c77d8d00cfd98e8ae4865aa12acc39023aa3848,"109",Morgenstern,Elrike,Buchheim,w,1977-05-13,"04153/5921214",,elrike_buchheim@goggle-mail.none,"0000 8426 6600 6000","08/19",Mastercard
3,C,0x00bfe1266782eca16e5dfc493975bd0feff71a3822c00602ab2757e08e13ec97,"113",,Lotta,Wüstefeld,w,1964-01-08,,,l_wuestefeld@lovemail.none,"0000 7547 2601 2100","11/14",American Express
3,C,0xc65a4ff9bc5d2443c7399202112420e794fcd8ea98f9c3d8462d8237bba3d6b6,"12",VolleRose,Elgine,Tams,w,1981-09-14,"06674/61178929","0174/9706169",elgine-tams@anymail.none,"0000 3182 0640 3800","01/10",VISA
3,C,0xeead3112a35418c6c27bf5911f673b672b755c87ca22525deede4c3f1dc581b2,"122",Morgenstern,Jessica,Reißig,w,2009-06-22,"04305/43834509","0170/8475308",j.reissig@validmail.none,"0000 7636 0800 8000","08/05",Mastercard
3,C,0x1ac0030d7842e0df2941cf54db31d0cc9f3dffe2e018e77bd5588664510446e0,"126",,Gottwald,Lustenberger,m,1936-07-05,"06563/44424869","0160/5202612",glichtenberger@inter-mail.none,"0000 1776 0694 6800","08/19",Mastercard
3,C,0x747fe04f0e5fe8852b8f6da6dfc5d53a23004fef3d41dd5b4f75ec6063007ef0,"13",,Lana,Soika,w,1915-11-11,,,lana_soika@bestmail.none,"0000 5310 0900 0000","01/01",VISA
3,C,0xd852cfd073825ceb3a134d94e5b2c87174f51fad5fde74a7e6c8544eca29d4a2,"130",,Arnfred,Juhnke,,1932-04-16,"05364/11267894","0160/3171276",arnfred_juhnke@lovemail.none,"0000 4114 0613 0800","08/04",Mastercard
3,C,0x61eca23539dbf83c0a2d139400903fac44d50023352cc335a62d569e08f73b78,"135",Morgenstern,Holk,Wilms,d,1958-01-14,"07243/1270334","0174/7421839",holk-wilms@company.none,"0000 7929 2657 4700","01/17",VISA
3,C,0x370f9efcb9a919169fe5b75f1e9c622fe80ab7fdaca6b67f5802f44dd340c1dc,"148",Morgenstern,Loremarie,Kocks,w,1921-04-09,"030/45007487","0176/2970079",loremarie.21@inter-mail.none,"0000 2172 0690 3600","06/06",Mastercard
3,C,0x472e9e47af5bbe6773046c2fa8be40b556def5cf8922b31a00eb303aa8ce81ac,"149",Blaetterglueck,Erk,Graber,m,2008-03-16,"06371/31100223","0179/9029001",egraber@lovemail.none,"0000 4815 0505 0000","03/09",VISA
3,C,0x80a41726b96cffb908bf794fa2e29846fedcfd58104a1aad1f78ed2d403a7049,"16",GlückAuf,Alinde,Rühling,w,1975-03-10,"05905/19958701","0150/3217238",a-ruehling@bestmail.none,"0000 1551 1519 1900","07/01",Mastercard
3,C,0x7f101bf2062e1d498e5ab4f552508b84d786043ee6cec812ec4c63af795e6179,"161",Morgenstern,Schorsch,Moreno,m,1909-06-25,,"0152/1663892",schorsch_moreno@web.none,"0000 8153 0932 0000","07/16",Mastercard
3,C,0x015196154ccc5bab0ab4c9294ff223eb7c46351d519c91f2dfef8e1e89680029,"165",,Kristiane,Ahr,w,1960-12-02,"06550/60305867","0150/2417499",kristiane-1960@lovemail.none,"0000 1024 1628 9800","12/14",American Express
3,C,0xe3dc6836860129e60afa328b8626e3deadf3b5a948417d71cf0e9b8b8f1d437f,"174",Morgenstern,Antonie,Juraschek,w,2009-05-01,"08654/32494493","0158/7010623",antoniejuraschek@goggle-mail.none,"0000 9772 0693 0800","09/05",Mastercard
3,C,0xe44a68219592c325111275a565388b86d50df059725fc6cc9072cf8e35048806,"18",Morgenstern,Annetrude,Lühr,w,1921-07-26,"07844/17363580","0154/1485056",aluehr@retromail.none,"0000 7772 1697 6400","02/19",VISA
3,C,0x7a7e4d2eb76121e9244027535cf8378ee22c692cc8ee93d3a531afc23ef42a3f,"187",Morgenstern,Hansjürgen,Dirks,m,1985-07-22,,"0179/8784231",hansjuergen_dirks@goggle-mail.none,"0000 6261 2612 1300","11/20",American Express
3,C,0xad45b109e1d579e313588c59ed240f2ab851beea36b6955b28f3f76676f074a0,"199",,Rothmund,Kuhnen,,1902-09-07,"07132/44393503",,r-kuhnen@lovemail.none,"0000 0850 0305 0000","11/13",American Express
3,C,0x4be55e268462a2d4ef00795ee99b6822041d71505293e789c8d46da52a373cab,"200",Morgenstern,Wiltrud,Conrady,w,1969-10-02,,"0176/7880227",w.conrady@domain.none,"0000 0560 0695 9500","04/10",VISA
3,C,0xe3d574bf24f283b451928424ea0393537d7583a82acf460c93f0684ef110555c,"213",Morgenstern,Joelina,Munoz,w,1940-06-28,"07251/35609654","0155/4496691",joelina1940@xyz.none,"0000 8370 1633 7000","11/15",American Express
3,C,0x38bff961f9f7e24e3d3ac4bf6ff9f17b83693249985d9b1232503fd3a525c2e2,"226",Morgenstern,Rico,Cunningham,m,1912-11-04,"0621/59106356",,rico-1912@goggle-mail.none,"0000 2820 0300 0000","06/15",Mastercard
3,C,0x03150921fe445ea599f019a8a7cb174ce39f5f25187fb55f7a67bcd0648085a6,"239",Morgenstern,Waltraut,Biel,w,1921-08-05,"04821/61590218",,waltraut-biel@mymail.none,"0000 6350 8500 4900","08/19",Mastercard
