"sys_loadingid","sys_cdc","sys_checksum","lieferadrid","kundeid","strasse","hausnummer","adresszusatz","plz","ort","land"
1,I,0x4d88ef9d853d4f3a4620516e8a40217fba56b925861499d81f85e8d67aa68e16,761,"264",Kneippstraße,"26",,"56370",Dörsdorf,
1,I,0x62c43071bfa126b602447b46e3a160911b306ddbd7efea942164ab80f64c7151,703,"258",Lammersdorfer Straße,"112",,"48493",Wettringen,
1,I,0x080a33b692b5c48165a0379d4c4e66416b3766d43b7956d57307ade85d184c3b,567,"142",Karl-Haarmann-Straße,"2",,"54487",Wintrich,
1,I,0x042c6707ab9873bfff8e337902bc2f0852b4de4ca7e1801cbd4d5f43ad9d7678,224,"88",Merowinger Straße,"18",,"24119",Kronshagen,
1,I,0x3ae7b1a9375f466dfd382f29051ea58d7a7dd9c52344a28e67d205644a68a463,735,"14",An der Bundesstraße,"91",,"56593",Bürdenbach,
1,I,0x80f478e9cfe7abd669f11e3e4e79848cc04e700111991d1eaa97147303a1901c,477,"201",Schliekhege,"88",,"55469",Pleizenhausen,
1,I,0x5821160bc494fd3af28ddd962d2fe81c5cffc3a955470289088d2ab0ee9ebb44,660,"192",Am Kreuz,"134",,"79589",Binzen,
1,I,0xc14e32c78d98e23b7bc6c75d9d955c7bb65b1aa89e659782f19e3885cf3c50ee,658,"215",Engelbertusstraße,"25",,"65391",Sauerthal,
1,I,0xd80e7be8084cf8d236b9380aaa429182b455339793ac4a37a31f804eae3822cc,50,"15",Westerfelder Straße,"66",,"66386",Sankt Ingbert,
1,I,0x1262c4b36a1e7d64a212ef4b1df342ebf7e2e2716f8ebcdb59370520a3d6b668,586,"155",Aufm Bungert,"145c",,"86405",Meitingen,
1,I,0xb6542da0ab6fdd3c6500b73b4d3d522cb974649285fea064c701c38c2cb7bf63,513,"289",Weißdornstraße,"188",,"67657",Kaiserslautern,
1,I,0xf5914a8cce522f41eee1bb14a0b4c3c93521550ebc999589181ffc105918b9b0,51,"155",Am Taubenberg,"58",,"55624",Weitersbach,
1,I,0x1533f73dc6ef118a6023d474ee66d9511fcf96b4f63967203c6a143b148aeb7f,406,"194",Landskroner Straße,"53 c",,"72135",Dettenhausen,
1,I,0x35260986c78f807d37182c9874a201494851f894480669bfc12838a27bfd6bc0,76,"161",Goethestraße,"158",,"59069",Hamm,
1,I,0x3468dda3884583d3fc5df13b5f3172d90714a1b9bf44b3b6f8f6e094c63f50fb,460,"129",Tetendonk,"10",,"25746",Wesseln,
1,I,0x0868a2074e73ed7a26bc077b756171106584b914e0c77e1a13968e22778f2e9f,69,"39",Im Hofacker,"1",,"65375",Oestrich-Winkel,
1,I,0xf643af3e2e1435d41153904f642dee594d5bc5cf63684c4eb9cfdaff3061f213,334,"112",Hübelsheckerweg,"141",,"56291",Niedert,
1,I,0x211f24bf2d917d4d5a23066aafcdd9013bd6ee7db4accc4308d39533e401afb1,529,"70",Gymnicher Hauptstraße,"155",,"39108",Magdeburg,
1,I,0xf2499388f79abe483ea56468ae1b83e28b7cb14ee1f7289087770fff506a0bac,203,"77",August-Bebel-Straße,"3",,"56828",Alflen,
1,I,0xa8b425cbe1e569cefc69687f4af629503628d67c9ecb841a3a194890ae183d8f,441,"201",Nachrodter Straße,"85",,"36137",Großenlüder,
1,I,0x2ec237adcae32b4e527a56425689c896bf808dee0c5013d04e7a990ba9b7819b,385,"223",Schillingstraße,"150",,"46286",Rhade,
1,I,0xc92d6479096ccede36f720646ed71039d64b7a005dc79d0525f82c5ebc64ebf6,591,"153",Kroschstraße,"127",,"86694",Niederschönenfeld,
1,I,0x19e498564b90b684cf3410a8c0f90cdf4da752860cffdf62833a33478ffde8b9,552,"62",Maisloch,"4",,"68305",Mannheim,
1,I,0x4c46de53065dce81c49aa622351b14c29f9d8ea2931a22880e6027a4ec388643,393,"146",Barbarastraße,"175",,"56859",Alf,
1,I,0x7cbe53709104dca8aa77c203a9a4550ea7fcf96fbe6e638f38770e12fb14c34e,219,"161",Böttgerstraße,"176",,"76857",Silz,
1,I,0xb9c7709d57d3fbf482e636ab0df6f7c5d5d7181c65bd0d1781d743c85d27de24,81,"89",Grenzhäuser Straße,"126",,"56370",Attenhausen,
1,I,0xf6467b39108c0729c63d6baab89f7bc7396b4a37af138e56839735027b8ec608,557,"220",Gotenweg,"37",,"54340",Schleich,
1,I,0x038d5f4b1cf5dd4201a3942944f9aef2c8e678b917227b8b3a0413769dd7717a,778,"70",Küttiger Straße,"99",,"31707",Bad Eilsen,
1,I,0x189309450aa32e5139edc919d85319b24ebad05e7a90f01f1a589c5ccae2a819,273,"88",In der nassen Struth,"67",,"35091",Cölbe,
1,I,0xfa44b6a1335c188172257641f9048f51898214419ae090c613f05924efc69e1f,521,"90",Schallershofer Straße,"93b",,"68647",Biblis,
1,I,0x65c6866a06f4b748aabacccd321c515bac69050673c1b87c3ebaef5a4abbc445,79,"82",Sonnenweg,"52",,"31683",Obernkirchen,
1,I,0xb3b60fa145366a5ec86f3677d69cdc6a38a0d621b92786f0f67bb5621482d43d,502,"41",Kohlaustraße,"133",,"56470",Bad Marienberg,
1,I,0x95a06ca2646beeed67406901a0e158126c902fabb8b5898d1c37474a8b0be688,450,"203",Amsterdamer Straße,"156",,"67061",Ludwigshafen am Rhein,
1,I,0x87ba4b506ccd2721ed53298d83762ea77aac5d410ed9c1ba72de2bcc83bbbc9f,42,"127",Grabenweg,"103",,"55758",Mörschied,
1,I,0x9a27a61d082fcca8fcf6e2a8849f1735924d4c65133d376621a445a0ddb76a43,715,"133",Oranienplatz,"137",,"56346",Prath,
1,I,0x595594bb95931b2e1934fc7057f841904f5251b740b955f04a83400b0c0fa5b5,481,"199",Dorfwiese,"8",,"71706",Markgröningen,
1,I,0xd20b32d17c4d02cc49d8846eb71596cbe7b3a5784da55a830af6fc5761865649,90,"55",Maischeider Straße,"98",,"38387",Söllingen,
1,I,0xee50f0bca390e0712a2df0f832fa617451eb79e3f4edcf33fc091599e66dd41c,134,"234",In der Kauth,"30",,"29393",Groß Oesingen,
1,I,0x6a400f2184cd53ef50e500c273837d0b769510da0d67c17e4db477b29d4a64d1,59,"290",Urdorfer Weg,"164",,"54578",Nohn,
1,I,0x0bda57fb085d25012d9e8ca28967ed98300c57d28213730c6013cbdf72704388,192,"212",Buchwaldstraße,"51",,"56761",Hauroth,
1,I,0xd4938cb7fd68b0c6be9cc54a4034639a2a3173a6db5b88f7a5fc43232d04a552,338,"28",Kaiserswerther Straße,"194",,"21439",Marxen,
1,I,0x7a317998e49d23a05f9766a151eae18b6e63d78aaa04c00ff2fead849f692e66,621,"230",Heroldstraße,"152",,"90431",Nürnberg,
1,I,0xc6b679cf7f08292d58cce38aa44c883825d5c897187e0225cc6597459c349b87,271,"106",Kasbachtalstraße,"192",,"55469",Oppertshausen,
1,I,0x827fca9960d309e857bf7b3190c2f8bf8f56883bfc43fc0353d75f736ba9e93a,734,"184",Tierparkstraße,"2",,"48691",Vreden,
1,I,0xc5b10455132a11960788f5971433f0d0489c85b1ae63bdd4eeca38b636925692,794,"156",Seeburger Straße,"18",,"69245",Bammental,
1,I,0xe9d24864209613dfbf7a6d36bdbbf8b4af0f735d4708ae1e80907844e00d4ab2,350,"95",Veilchenhang,"187",,"66679",Losheim am See,
1,I,0x2436d3cf68a9347894139e4a5e624083086d1c85acb1e67e21354fc1e2b330c2,116,"226",Panoramastraße,"73",,"55131",Mainz am Rhein,
1,I,0x4c611a308570cc86a079b32ddfd70b3b38a663e939ad461e703dd23a69fa2742,607,"30",Am Hasenberg,"116",,"39606",Erxleben,
1,I,0x6518902e50cd3d662061227c261229bdfe37662ba9854ec6ab69299fca15c4d6,235,"256",Gevelsberger Straße,"112",,"75397",Simmozheim,
1,I,0xd15689655c9f74d6cf67648ac9133f9b5e0e6b2d7c963e30ff481c57b5ce662f,394,"270",Am Spielplatz,"190",,"92439",Bodenwöhr,
1,I,0x1f48ee966ca3f4c7974ea846564db316ed19c70642f27f903e87ab7564299db0,387,"296",Forellenweg,"158",,"54314",Vierherrenborn,
1,I,0xa855e0721176367cf579d0374729491e338816d34428c54879b37e7af207275a,248,"156",Oderstraße,"36",,"56244",Hartenfels,
1,I,0x21d317a15df8f41397944261036cd5a90aebda868ed80fe693e2ccf842c4c33b,84,"136",Laakbaum,"25b",,"63911",Klingenberg am Main,
1,I,0xf10fd781255002f85c6d742513a4eccab6ce3b7db59a850a435fe41351491db1,501,"154",Herberner Straße,"15",,"26340",Zetel,
1,I,0xadb909908e82532d9f55a1ce587859f149923f2bb2a35cfe6482b1f2388707de,207,"109",Höhweg,"13",,"24634",Arpsdorf,
1,I,0xc7a543c21ee15299b475f042f4ec3720abbc709946a819b035bb5601aac8ba7f,74,"82",Im Kringelbuhr,"179",,"56459",Härtlingen,
1,I,0x35c761d6747bfdde3b18a6bda5e5b63b59b29398f02574fd348638236df49c64,418,"159",Katzenberger Weg,"65",,"56766",Ulmen,
1,I,0xabecf3e1f1fd20d66e7bc49280ac8d56861b29aa87a6e8e6a8fcc3ba1e036dc2,509,"293",Im Burggarten,"63",,"54646",Olsdorf,
1,I,0x309844e75b7ac91d433398b10d8c587a3711fa786f0fbd6a5ba2aae7bf36ed2f,6,"47",Hummelsberger Straße,"62",,"49448",Brockum,
1,I,0x2af90c576ecc4640ed7352bbd191501a26eb5c8b0230aa3c14c615450a777b8d,463,"53",Kaperberg,"21",,"31171",Nordstemmen,
1,I,0x1b82ff61390934886f6f029417549c882852ba6846734304343297c74972281e,246,"299",Lienener Damm,"194",,"53909",Zülpich,
1,I,0x96b268bd98f507f16afa789bbbd946a70fc36ac5155fe31c69894726961230df,488,"162",Merodestraße,"120",,"17440",Sauzin,
1,I,0x62eea8e64dd104b2cb9b16eaef76b47828ff2da27ec1cc6533bcd12cf164e2ca,29,"109",Rohrbachstraße,"170",,"10551",Berlin,
1,I,0xdf01c6517315b1e8ad19851e521844d96a0b507256e6413ec2271f9e7d9d8227,159,"44",Am Reitplatz,"96",,"17168",Warnkenhagen,
1,I,0x6b57b0b21bc8e93b74caaa9cba0ad136c5bf0d415eea14d8cf8034f2f1aaf6fb,354,"135",Juliusstraße,"68",,"78585",Bubsheim,
1,I,0xafdcc7c28acb30f93b58c5f051e4f3e3415be4e5c5a6e5c057dfa2ae84721960,267,"142",Gehweg,"189",,"23824",Damsdorf,
1,I,0x9187a082773eb03a68b842e3e8c124539d2016bfd80134a401eeb65c1daa7493,41,"243",Heller Weg,"12a",,"27386",Hemsbünde,
1,I,0xade29a0d0c7655fb4d293bfe91bd670f5d72be92efedee2712d54a3c71438dea,713,"176",Stephanstraße,"27",,"84082",Laberweinting,
1,I,0x1fa3cd30c08c5e935cee23dcc200dba52a89c951c03b36e1c98c9e6002d86d9c,516,"42",Teichstraße,"1",,"53520",Harscheid,
1,I,0xb99f02d62c4e3d188e9accf9df27aa1b9604207f9ca2958bceb6ceb726c563c5,580,"61",Nansenstraße,"128",,"25938",Alkersum,
1,I,0x2f6f36b69dd29eb69084a709cde651fe94ec12839410dc70f4ea74c770267ef8,141,"297",Eckhausen,"123",,"79359",Riegel am Kaiserstuhl,
1,I,0xc572c390a1bd282e3465848d2862debfcb2de1540217473ff11c51050112773c,769,"233",Goldenbock,"147",,"66280",Sulzbach,
1,I,0xbf6718d665acba45a96fb4f043e28f3e84b7b92c8056ed30dc45fdd032dc65b3,720,"73",Wagenweg,"143",,"45277",Essen,
1,I,0xbe625c7b21cab8ae31bcb716035dc86d54b679dcebefdb48d2c7444bc367e703,698,"188",Auf m Henchen,"133",,"98693",Manebach,
1,I,0x078e8362c6915b4e9f2fe9500f86d3c733372981fd5295dc8577a4fd30220d8c,564,"26",Serkenroder Straße,"182",,"4277",Leipzig,
1,I,0x85c07b09b93839ed49380db3d70bf4faad743929b15df7926721bf1df7aefdc7,539,"150",Theodorstraße,"177",,"36318",Schwalmtal,
1,I,0x8249099b07cfe08b2f5b16319acc240e4717ef99bfbe4a83945abda8652535ea,467,"252",Steinwiesenstraße,"102",,"55276",Oppenheim,
1,I,0xc1807f966926a04d289d95ba70f5fab7cb65fd746b19ae5a6a5c24a460f68c83,402,"275",Waldweg,"189",,"26524",Berumbur,
1,I,0xf7233afa117c13fbb42f425ade95d3edd80bd606220194c7f1cd68804cfb65ba,648,"168",Burggrafstraße,"136",,"45968",Gladbeck,
1,I,0xb71751bd7141ecd4e2ed20a2ba7f2870a559f219f0a70ef215a584b4e9e08432,171,"138",Frankfurter Straße,"72",,"24536",Tasdorf,
1,I,0x4f05f5e032d30220d230c6f6e02d1edf0a21675bb6eb0a9ed57b491391952f59,227,"33",Wendelstraße,"41",,"25863",Langeneß,
1,I,0x8e6fa0c207ff3222f1dec3654a42dbeb90cb4475f4c5803b97c11c47d6072a1b,380,"217",Schmiedegasse,"4",,"14776",Brandenburg an der Havel,
1,I,0xebbe4c0b0b58119619fd0a9d086c7f857d59722e241182b28e1d78c9de7be2d8,247,"251",Wupperstraße,"58",,"57635",Kraam,
1,I,0x30e7d7a4e16c6081468bf80d1c013cc09b10d19b34c86374c0b6190c2098a81a,347,"239",Kerkertserstraße,"129",,"79115",Freiburg,
1,I,0x6b114e0015d051adddb35c5ee73744afd30f6315b7f1fcc93b20426cc5e6f6b2,311,"245",Wickers Immberg,"146",,"73249",Wernau,
1,I,0x7af00c58d8ce0391c477c16fb295becc60e650fd5bdc1b3b86c22d2e15d5771f,517,"130",Waitzstraße,"36",,"73488",Ellenberg,
1,I,0xe3ca761aba3995fa580c0a360d9a4591b93f81aa7228b93656079d8f4dd87be7,410,"173",Am Zehntkeller,"86",,"55278",Köngernheim,
1,I,0x1bf87f7cdc009508005bb9f07d7f0752c52c2e84483356decb88f4330066e6e3,242,"162",Speyerer Straße,"178",,"30657",Hannover,
1,I,0x6c245423b1f3f03baf11be84528121c4d46a76a77895170f22c0516ec7308cd4,138,"64",Siebengebirgsstraße,"62",,"45133",Essen,
1,I,0xa6cf30ecfeba5d21eea1a71a8fd4f481bd05cc580dd9e6fe469940134a9cbd10,766,"84",Hegelstraße,"117",,"46244",Bottrop,
1,I,0x2205ad2af73c646c7e877326f8d491c99576dfb79a867260e3e5875f0788e47d,190,"172",Thielenstraße,"174",,"86872",Scherstetten,
1,I,0xe64e5649e93b7fe0a47c27b7e8989ce5d33bfb9c1a33acbce9889e86710635c8,16,"136",Dompfaffweg,"155",,"24811",Brekendorf,
1,I,0x10fed67ced5123797b4cf6cd291db8e2703721cdfc9b1b84633ffd9c492171ab,680,"43",Ehrenberg,"197",,"34128",Kassel,
1,I,0x9e13d77fccab4d80d0de49e198160fd4b70af7748236921bd3d64b66a14d647a,54,"259",Klyer Damm,"167",,"27245",Kirchdorf,
1,I,0x58cd05b1815ee8c6a3dc4a4577706b2089b89f82b9b422350b6cf531073a4cec,342,"61",Schwerinstraße,"179",,"69242",Mühlhausen,
1,I,0x4353cf969c93a74be6a8d6dc95cdd02de7a77364c11e2e47372976bb0d91bcd1,574,"149",Regtbrink,"59",,"54636",Messerich,
1,I,0x51c84ced496d58df8babf450a303ec81c714e86d320194487f2ec93a4bd8356c,663,"163",Glogauer Straße,"18",,"94255",Böbrach,
1,I,0x7c678ec9c73745041c7b0d91b19b63f3fbb3f8811930f8925c34964aa51ef050,103,"28",Triaccaweg,"195",,"36399",Freiensteinau,
1,I,0xd54b167e98abdd7ccc5defb494eab2b37694769b4c8931883699c1bf6876f8b2,525,"110",Am Steig,"33",,"94151",Mauth,
1,I,0xc20bf190900b4a2c07f2cc631d9ae4d32ace606eae476fb67382338c4f8584d0,115,"267",Celler Straße,"193",im Hinterhof,"54597",Pronsfeld,
1,I,0x1bc4198a2ef429cdcc64bed0c9cdd371fb8d1dbded2e815c93598fc884cf398a,236,"244",Oleanderweg,"88",,"21640",Nottensdorf,
1,I,0x5a198cbc74ebb30c6d5ef70e69f4070a80bf45e04cbfa7984f4bf9b1716580ae,148,"105",Heydenstraße,"77",,"54636",Hamm,
1,I,0xd470640596738a8879d916ed2207beefc9553760d57958d328adc016fc2459f5,208,"91",Haßlinghauser Straße,"97",,"8428",Langenbernsdorf,
1,I,0xcadfc443825713104a348e9b71e3f892be1d8e00cab3f470ce87da152265b73c,678,"16",Melanchthonstraße,"46",,"85276",Hettenshausen,
1,I,0x03c595deee735acb57706555554117cc35ef64e673d319adb8d5cdb33a590b1d,323,"58",Marienbader Straße,"66",,"54317",Farschweiler,
1,I,0xab75cd9d7a1a4c55e62b9bbc7518b1770e5626b5dfda73284d234f150bf51d43,322,"236",Elpidiusstraße,"162",,"59969",Bromskirchen,
1,I,0x92ed92ce65c566eb7b0be5f233fd9b4b430fc9626b678c18f9da4a0cc3585b63,368,"46",Obersayn,"56c",,"66625",Nohfelden,
1,I,0x07c32fc1631f4f28ef82886b2cc516f2a8010dc748d878e373c31a02efebf4fa,294,"250",Johann-Strauß-Straße,"2",,"91171",Greding,
1,I,0x7785bc7dec3e3d9b706ebe08cf6c946f7bca64d4cc4cdf4f21c9478ab245c684,36,"17",Helmarshäuser Straße,"27",,"66564",Ottweiler,
1,I,0x148fd4d81dab40401308b4e22e568f586766c586ea4927a2e1f82029e36706da,174,"160",Nicolaistraße,"119",,"85617",Aßling,
1,I,0x4587e7f994de2709930fd52fd3b3995139c248aff0287f80f428eb3f1f3d9188,451,"162",Im guten Acker,"10",,"63549",Ronneburg,
1,I,0x61a9b73a8983f5d18a00795dbb7ec6b2285564e083cb233b4431a688cccc0bfd,999994,"997",Hallenstraße,"145",,"24881",Nübel,
1,I,0xefd183c160541ec0dac615dafefd072a681a63bd2638b2114750ae639ad4571c,407,"156",Kleewiesenweg,"197",,"86685",Huisheim,
1,I,0xb0ae8cb50b36b2491d0ddd98fda38ef231c2481e437bca6d36c534d95f6f8a27,4,"261",Wickers Immberg,"125",,"25899",Bosbüll,
1,I,0x13b7ae0241c750d5ef1b042ac35c5e5c4586bbc941d33c25a467b96d128a2b80,257,"247",Berghof,"80",,"65396",Walluf,
1,I,0x90ea992dc6394c348b0dd1283efe3211a0e8efcdff139c6aef2ecfad45bc9852,200,"34",Am Sundern,"10",,"47533",Kleve,
1,I,0x4fa2a89a0d39bb053016719188e4cdc6e7ee0101cbc244f172c1c3a5b89b12a0,53,"73",Königsteiner Straße,"143",,"21406",Melbeck,
1,I,0xb8d05a1471539620b39258f25867959cd227099321e0fcb1d03e0d15ee97ed12,222,"33",Bergisch Gladbacher Straße,"112",,"23847",Stubben,
1,I,0x2ee376aa7f9da5aab647a263c0f554d55d9a1a7b64eea14be5a5ed881d44eb4c,275,"2",Wiener Straße,"6",,"90459",Nürnberg,
1,I,0xd38bf5ad2887e64a84f129081071884e8f939bf74da721c5ca9e95e80aef60f5,613,"65",Butendiek,"119",,"47138",Duisburg,
1,I,0xd6f25b1c143b8cc14f2f6ec2df97252ab3f52ab04f237d0f7ecb5c8a66281a18,92,"128",Goldberger Straße,"165",,"24972",Steinbergkirche,
1,I,0x18646c839f8fe48e99d5a9757dd55a6a92ecdc119091bdb53c76a3e184700022,528,"40",Brunsbütteler Damm,"105a",,"26909",Neulehe,
1,I,0xd27062cba795c7762a3d806b8eac60f1327d4855d06c5db71f818cf95421eeca,23,"130",Kretenbergstraße,"177",,"55777",Eckersweiler,
1,I,0xf44d202d584db186eb0eba0a608c608badb0c9fe114a799ab934ca53af339f88,583,"110",Bischof-Ketteler-Straße,"78",,"45472",Mülheim an der Ruhr,
1,I,0x5cff50c704f92b7ac3350e83a1ff075cf0abc21407aae51344dff848b343ea67,44,"200",Lürmannstraße,"160",,"79294",Sölden,
1,I,0x310f902069e7144a20172a46493b78040620405d412cf067c768b8d046c91ee8,650,"56",Im Sundern,"166",,"24250",Bothkamp,
1,I,0xae8e483b881b9b11b92f55d7f9b1a2bdde1fbe5e90f726bbe28c8dbe6e2be893,371,"198",Ortelsburger Straße,"29",,"34593",Knüllwald,
1,I,0x89b6ce6a9ef8888fc3dbfc06e782a80618a81efb30d1837f0f7d93d2bbb9e3a5,726,"21",Schniewindstraße,"168",,"78136",Schonach,
1,I,0xa3b2530f019529fde42f65376ea9b99aca7748d7c167dfe1b2c5370ee6882df1,568,"3",Am Nußberg,"167",,"25572",Ecklak,
1,I,0x27b0b9267c29a27c52028fda654294e71ff89776661d5773e5eef3e64b5ce6e9,754,"134",Hahner Straße,"77",,"78250",Tengen,
1,I,0xd2fd287ccdcfae332ec273072fc0b0ce592c847b385733ec527da89bac177435,544,"83",Gerhardstraße,"185",,"54526",Landscheid,
1,I,0x84b9a9d53363f61a772ed21859c7d6363a55a04358ac9d2614814f1a679ca09d,791,"125",Vor den Eichen,"5",,"94336",Hunderdorf,
1,I,0xb10ed0f0a1bc9c7f4f70bcb1b333234cbb0c1a62c017fee570154f646ac65058,677,"294",Montessoristraße,"195",,"67308",Immesheim,
1,I,0xbc3e6ec7398e94a4e42a92cc80d6dedf75aa378624979fb795994e8ab4868f8c,58,"71",Georgsweiler Straße,"181",,"71144",Steinenbronn,
1,I,0x9cc56a6f9269e3dd077d61f0ddabefb216dbd4808341b529b44b067c30e19803,1,"1",Klingenhagen,"39",,"67271",Kleinkarlbach,
1,I,0x4700a56815e8ae46f3c4646165843a4fef498743a6af7b3d846607fc423bbb31,666,"36",Hochkamerstraße,"180",,"32756",Detmold,
1,I,0xb3ab0aa0cf5bfce1a15db48fb50a45eaa337b24faa1986fe008f3f80f4cbe30e,290,"54",Bindweider Straße,"181",,"76889",Dörrenbach,
1,I,0x21904a03d6a27bbcaee8b7bbdbb1f7b4c534395ade155de222d3bc29e9d36b39,793,"132",Heinrichstraße,"14",,"64380",Roßdorf,
1,I,0x13ead10da21ced6f819539ad41b5fd1ff32097400ee5ba18abaf69f7ff7db54f,619,"157",Frankenhof,"30",,"38170",Schöppenstedt,
1,I,0x72caf651620402a6bfa91a8b80970f31c2674d1c39edf3ca49eb6bce568a9af2,682,"113",Stromberger Straße,"110",,"55257",Budenheim,
1,I,0xe105b61995c06f2edd3dc12438e0f1f55b40fafd2991648c465c7ec022e94a4d,562,"268",Urseler Straße,"181",,"32689",Kalletal,
1,I,0xeb69231846e652ae60ee211994d19eee23467811a68056e007e572203903261c,206,"126",Balder Straße,"2",,"29472",Damnatz,
1,I,0x1c073e69662a6b2e26a8bff19d838e55505abe6827764abcfca3ef48967b7605,111,"116",Auf dem Kampe,"156",,"24955",Harrislee,
1,I,0xe1db1b1e2eaecbb316cdb6616bbbb37b3457145dd24113124a6ef6ffa7e95417,608,"223",Rüschhausweg,"133",,"75323",Bad Wildbad,
1,I,0xdaf5d114f574fac355b0d15babd4cfc8e7e583a7dbf6007443c78f03d04c7641,364,"269",Kottenheimer Straße,"30",,"93053",Regensburg,
1,I,0x474350652e40774e4628dd03940ae836086a53afc4ec6c4335aa6f1292257273,237,"86",Heerener Straße,"158",,"54668",Echternacherbrück,
1,I,0x8e36f86019b576ef68e573329c22802fd0c5ad9fd2510eed44f05aa70c44a125,372,"39",Fällstraße,"56",,"31079",Almstedt,
1,I,0xfbbae05caac25851cb9b56f68e473a7346a7f936da3b87535d954692a368dc53,86,"141",Wittekindstraße,"44",,"9390",Gornsdorf,
1,I,0x87f20345bd8d1e42e9ad2aac4248eaf9e8e7c56c113efddd45dc723432c5e226,768,"31",Hombrede,"62",,"56368",Herold,
1,I,0x87c25eb78c757c79ace3a5e32bacc672da3f68c1093915d5d4b73a3367bf03e0,572,"120",Irisstraße,"62",,"21640",Neuenkirchen,
1,I,0xa2901a5232dfb852a3a9326777ce5ddd9fce4eb90396acbb2fd55939a971778d,49,"231",Hohle Gasse,"49",,"24329",Rantzau,
1,I,0xba77dadbcf6ba4a8001763d5df4283387288e9ec9f908e94d7f06587dc90e665,22,"8",Hauptweg,"57",,"54413",Damflos,
1,I,0x57e898013766d559db804fd019ba8a9dc6164e8171521b6a2e14ee1a8c6a721d,360,"84",Olmerich,"54",,"68804",Altlußheim,
1,I,0x4c202e8a405983758ab0dbc06326c98b10ad5fd67202084b56f0ffd8e45425f6,70,"245",Mayener Straße,"54",,"24994",Osterby,
1,I,0xb8ffa37bd857daecf68597f6e9469601112ca94dca5e7f2c88897fcc1ecac2ae,45,"58",Wilkenheide,"199",,"86465",Welden,
1,I,0x5ee37625b37de4db447ef62d2a600e98982c2e31567bc009bfd8de153222e016,743,"197",Hinter den Zäunen,"83",,"74613",Ã–hringen,
1,I,0xac4a80a07e86c06ad3776195780a8019433cdcd3ab434138310e671d76eb3ba5,780,"79",Bellerwiese,"49",,"56379",Weinähr,
1,I,0x7a7e2d5f1bd3caa21aa0c69dbf32bd179e4babef589ce93ddc355c4afa79b917,760,"240",Graf-Arnold-Platz,"97",,"60325",Frankfurt am Main,
1,I,0x6987ed265eae03d6c199054e9c20438fa1fc35fdd86395a66cfab2668e4ccf83,225,"158",Moselblick,"63",,"66500",Hornbach,
1,I,0xf2f592cf6f08ebd5e0e3d3e7c13e83494bb57ab774af3a00297971012f2ac479,199,"29",Kaltbachtal,"131",,"55435",Gau-Algesheim,
1,I,0x6ed9f7177bca35dedcd9672866636723c1dab8ebf20e9584a1f998a175c66b95,495,"31",Carl-Diem-Straße,"118",,"84419",Schwindegg,
1,I,0x136b4b61c6038a8e59a9623f3414bdc26008dd26062ddc77cc597d430ad070a7,611,"112",Zum Heisterholz,"39",,"17166",Groß Wokern,
1,I,0x4acd0074ca890bc2918b3a0761b71c4082db4f3546611c45179659494a421f5d,60,"120",Kampstraße,"189",,"56337",Eitelborn,
1,I,0xe9d7f171271d99710a84c040f81003e461e9ace0c5eb7019350a80c24acdc64f,671,"150",Sentmaringer Weg,"194",,"31079",Almstedt,
1,I,0xbde5ba41a7c54fecb77fe0d237a9ba8a1b477bcc8ad99952850c0e6b364451c1,618,"288",Renaudstraße,"164",,"57612",Eichelhardt,
1,I,0xc6f2d8d4be1a81e737f9b90a4f58e9f6f5fadd5cede1bbc2514a962b72857a28,422,"4",Eicherfeldstraße,"144",,"97859",Wiesthal,
1,I,0xdcbf2a347e4c933982455d14e3ef419d9a087b590fbfd2935e823e21181a3407,327,"138",Schladeberg,"106",,"86498",Kettershausen,
1,I,0x7fc3f2e8c5a5e4038bdc8a122f0cbf7b3816da5eeb292d8dff69a404ac329be7,105,"298",Beuelsweg,"59",,"73033",Göppingen,
1,I,0x79a5f57524413bbf098c7d816d896929e3b771a99267b4bcbf540fed439813df,668,"265",Layweg,"106",,"37081",Göttingen,
1,I,0x3dac2a4dedd2eba000afa38e90a55c95df64c6cda2c6426107e76c926780d6bd,790,"238",Zwischen den Hölzern,"10",,"89350",Dürrlauingen,
1,I,0x36d99f3d5b92e796ca1ca4b91e8235d72777b1741e252e41462615475872f207,469,"11",Kriegsstraße,"98",,"55546",Neu-Bamberg,
1,I,0x8a130378eecf7aa4a7b8486274e957eddd0e063eddb4b5b3078400edaf02c6ce,75,"183",Bitzerweg,"35",,"84066",Mallersdorf-Pfaffenberg,
1,I,0x6026159bc1a6ca0b07880572af094143ff2925ef7048e1f596bf49a02412b5d4,124,"136",Klyer Damm,"159",,"23619",Hamberge,
1,I,0xac13a4b21f72a4a3d7ed2ca4fce5192ca5d7fab0e73094308f4cb39617402c0d,561,"258",Kieler Straße,"92",,"55469",Belgweiler,
1,I,0x335e52ceba040f418fbf0f3f3a03cf019cca64d5011039ec75b27830c683a5ad,510,"219",Im Garten,"50",,"28239",Bremen,
1,I,0x03cec9f7aff4e04c7f38e50e3426600a57616c5a809ae75e205891e57ec4963e,229,"91",Neufelder Weg,"108",,"73494",Rosenberg,
1,I,0xea6b3df1202d7a87685d550d2f80f49316604ce703cc78a6bacab301391c50f0,245,"107",Weidenhof,"63",,"54687",Arzfeld,
