"sys_loadingid","sys_cdc","sys_checksum","bestellungid","kundeid","vereinspartnerid","kaufdatum","kreditkarte","gueltigbis","kkfirma","produktid","menge","preis","rabatt"
3,I,0xdedeb430d68191be69d86425461f2883d1b8fb1ef49fc1366f28e903fb1ce0cf,RS0002233,,Blaetterglueck,2022-03-19,,,,58,27,7.80,0.00
3,I,0x15d06f8e9095607f31fbf8812986159c2ce55376adabe18f34be6899bd774066,RS0002149,,Blaetterglueck,2022-03-19,,,,27,20,1.80,0.00
3,I,0xa20810dca7680de71a28ac57e0ea2d7997b9c99ddfd635ee80e85a04a5d9c036,RS0001971,,Blaetterglueck,2022-03-19,,,,49,37,3.60,0.00
3,I,0x5e49a56331c0e2c492b75e120a4d6d34506f97303ea5978d18e0f1f56e61b543,RS0002294,,Blaetterglueck,2022-03-19,,,,2,42,3.80,0.00
3,I,0xe60eb8b263d4b7fe6e2c4f8d760dc407cb2151fc7a9358a041c8a1a66411037e,RS0002466,,Blaetterglueck,2022-03-19,"0000 6950 6616 3900",Apr 23,Mastercard,30,6,4.00,3.00
3,I,0xb4e07d93dca48623788ff1cdd745e7e71728dd83bcd570a7307fd44e635828d7,RS0002293,,Blaetterglueck,2022-03-19,,,,2,23,3.80,0.00
3,I,0x53a9003b6c07a10cdca27da545af555d98b5c42b1f56ebcb3dd47a104452b174,RS0002529,,Blaetterglueck,2022-03-19,"0000 6550 0617 4100",Jun 23,American Express,100,24,5.60,10.00
3,I,0xf874b0612086dc737adfbbe5e172b480fc4bccbeb12a6134cfbcb4a8d93c7818,RS0002112,,Blaetterglueck,2022-03-19,,,,112,27,3.80,0.00
3,I,0x96e8e27b83cd56f8d5e0969657f7f1a64cf1b203d5c0f8798f0d6a262645fd85,RS0002699,,Blaetterglueck,2022-03-19,"0000 7228 2915 5100",Mai 17,VISA,99,8,3.80,9.90
3,I,0x85327b027483f67f793cc16ebef35b27520ee3610257de8ac53ee0b07350048e,RS0002302,,Blaetterglueck,2022-03-19,,,,122,31,1.80,0.00
3,I,0xe347832aa9df31212596f3a5bded0bef1ef074c0bb5a66d10d17b145f545dc33,RS0002214,,Blaetterglueck,2022-03-19,,,,110,17,0.30,0.00
3,I,0x095b22aecf127957c7149833302a74b072875c78ccd5b7a642e53bad49a88e9c,RS0002423,"202",Blaetterglueck,2022-03-19,"0000 2465 0920 1000",Sep 94,Mastercard,79,45,1.30,0.00
3,I,0x5b83516861a626e30f342efa0ca016cf9828815935935c307ba57ce0607fc146,RS0001981,,Blaetterglueck,2022-03-19,,,,24,45,2.80,0.00
3,I,0xc8070fbc6f5361d13c7c22987d92d0773a42897833db027d7b8e2426aac52596,RS0002136,,Blaetterglueck,2022-03-19,,,,19,49,1.80,0.00
3,I,0xf9e4b988f38a1dbcd43d429b5537e6ad587377565de85f2ad79bb76af76384d1,RS0002774,"153",Blaetterglueck,2022-03-19,"0000 7079 1614 9900",Feb 23,American Express,116,12,3.00,11.60
3,I,0x8e3d43737b2c9b169c069b6423593102e0ea722db381e370e6f44682b771d76f,RS0002685,"374",Blaetterglueck,2022-03-19,"8643 2200 0056 4080",Dez 23,Mastercard,90,41,1.00,9.00
3,I,0xfaaec607261ca306c4e49cb888b5d692548fa599791ceb7d46f1b2846b249776,RS0002486,"341",Blaetterglueck,2022-03-19,"0800 4000 0413 7874",Nov 23,VISA,1,47,2.00,0.10
3,I,0x03b5463c58cc6ef8b5c1e5a4702a8e6db6a13c46d662624cac2fa7567118fadb,RS0002333,,Blaetterglueck,2022-03-19,,,,15,32,4.30,0.00
3,I,0x008701480e21bfa4a9f365646f4f63cbbb980c78b0398000682cac2177a947b6,RS0002688,"163",Blaetterglueck,2022-03-19,"0000 8784 0800 0000",Aug 23,Mastercard,51,27,1.80,0.00
3,I,0x73695568de401c87bff72101053dd66a838d63ba40d09c4fd690756a67d4d662,RS0002670,"199",Blaetterglueck,2022-03-19,"0000 0850 0305 0000",Nov 13,American Express,43,5,2.30,4.30
3,I,0xdfcd3af4e15fdf11ca918803852dd6c877b9cfa4ed4ce674a55465dbcbadc708,RS0002648,,Blaetterglueck,2022-03-19,"0613 0300 0653 8429",Sep 93,Mastercard,114,35,4.50,0.81
3,I,0x0270f992dfc1e6e3c2c16411dc4e16c90d7ddd489e1babd1bcacdfcf61e4c3ef,RS0002058,,Blaetterglueck,2022-03-19,,,,110,18,0.30,0.00
3,I,0xf632e74a12ffafc3c88d05be5560c46d15105303ed7e625d7a06217b0a1d1b8b,RS0002701,"190",Blaetterglueck,2022-03-19,"0000 7272 0691 1300",Okt 20,Mastercard,125,27,7.00,12.50
3,I,0x34d05d1d6b260f8c51e773270e61e3d64288c9096501e60be8d5cae7d90b3df1,RS0002288,,Blaetterglueck,2022-03-19,,,,40,15,0.80,0.00
3,I,0xd2419d3ced8198a4e5206688b84a33b04ff15dc1a15a0d4a2788e2a52c814cb1,RS0002503,"369",Blaetterglueck,2022-03-19,"5500 0000 0296 0870",Mrz 21,VISA,112,49,3.80,0.00
3,I,0x665e5ec39e21f6a7d6ce87c5ddd474e0e0315ee6d8b59baeba22e35963dadbc0,RS0002438,,Blaetterglueck,2022-03-19,"3600 3300 0764 3410",Jan 17,VISA,66,33,2.80,0.00
3,I,0x31763a21cbbac30f8d24df7f16ff461971bbb9b35fa8701101ab7b3c3d9f75b1,RS0002734,,Blaetterglueck,2022-03-19,"0000 2172 0690 3600",Jun 23,Mastercard,47,49,9.00,4.70
3,I,0xce608d4a371766369a0585b0bad6ee00182826bcc4d70e975ee616d2ea57e6be,RS0002328,,Blaetterglueck,2022-03-19,,,,105,27,4.80,0.00
3,I,0x80628ea437bdcfb0c8867aada09c35f9b4450eefa818f8e76032865cbd0b923e,RS0002348,,Blaetterglueck,2022-03-19,,,,115,12,4.30,0.00
3,I,0xfe8d56d0fa9f1f09093e6b27d90d5b4a65c319e904ac7143722f52b89cf1ce44,RS0002170,,Blaetterglueck,2022-03-19,,,,77,32,1.80,0.00
3,I,0x5777cb364ad61a42e7af23e8990ca2cf09f050a506c33dca591e422b01f3946b,RS0002780,"56",Blaetterglueck,2022-03-19,"0000 4326 5626 9400",Nov 14,American Express,31,3,2.00,3.10
3,I,0xaafb4e385fb68e68675cfbda946316e7aa25ec44f20ea385baca432225a50648,RS0002473,,Blaetterglueck,2022-03-19,"0000 5054 2900 0000",Dez 87,American Express,68,19,5.80,0.00
3,I,0xcefe2b19631908821931b694c2feadb5d2e541ffb074f1d9710d1874ac639445,RS0002358,,Blaetterglueck,2022-03-19,,,,104,28,4.80,0.00
3,I,0x8e2849d0688a18ced39cf7d2efa6e7e9ba52c1e81406815f7fc850133ce6d8d0,RS0001968,,Blaetterglueck,2022-03-19,,,,91,13,1.00,0.00
3,I,0x185e8188f527ab1ae0f54e5e2bc1d8855d434f068495fb7b8c1ff273269ee317,RS0002367,,Blaetterglueck,2022-03-19,,,,76,8,3.80,0.00
3,I,0xb2b57063923943d82c9e3639415aee938b78b310caa68f02c4831ee76d74391a,RS0002360,,Blaetterglueck,2022-03-19,,,,40,5,0.80,0.00
3,I,0xce34130758aad4e9f363ce475ff11f290f23b78ef5255c60ee836715a4a44d79,RS0002724,,Blaetterglueck,2022-03-19,"0000 2350 9612 0600",Nov 16,American Express,55,26,5.00,5.50
3,I,0x65ee4118c57ccb5607975c6597022d908f93f662864198009dc54c734fe5962d,RS0002769,,Blaetterglueck,2022-03-19,"0000 0650 5101 3200",Apr 89,VISA,113,33,4.50,11.30
3,I,0x26c3011109dd51f76ffd2af315ac9cac3550e84aec6b45785a0b8882268a4192,RS0002542,"322",Blaetterglueck,2022-03-19,"0616 9800 0343 8287",Jan 21,VISA,44,17,4.00,4.40
3,I,0x18a110f8a8a08c88c59833f9dfa724db305979852f088587589c8d666d867ed8,RS0002607,,Blaetterglueck,2022-03-19,"0000 3182 0640 3800",Okt 23,VISA,106,43,7.00,10.60
3,I,0xdb3b36d396342fdc798b9c34b223091071fe7b284af63e21f5afe34051344633,RS0002206,,Blaetterglueck,2022-03-19,,,,61,35,7.80,0.00
3,I,0xbfd26b680c8efc85e56e6c7a8c00d72fab3157906495ebbafcee511e649013f2,RS0002063,,Blaetterglueck,2022-03-19,,,,84,20,0.55,0.00
3,I,0x9fe174315f8a122b70d5e22d1726eee0176b4a8e7fe9f890f95d57d46a79cdb9,RS0002053,,Blaetterglueck,2022-03-19,,,,106,12,6.80,0.00
3,I,0xae0373c022492eaf7a9d2ce813d75421e8185733bc25462a30781680ae5632b2,RS0002221,,Blaetterglueck,2022-03-19,,,,19,17,1.80,0.00
3,I,0x347c397ee1470130715ab2d9e7a7f7c56ff43d2ac18cc36b866281daf4ab6636,RS0002039,,Blaetterglueck,2022-03-19,,,,57,29,7.80,0.00
3,I,0xb2522eca02f7ee8d1f4feb7eddb3ce189063e9108f105010a64b86573ae3286b,RS0002427,,Blaetterglueck,2022-03-19,"0000 0585 0550 0000",Nov 15,American Express,96,32,7.80,0.00
3,I,0xacde885006e7611bf41596715867236eb791f0b628d60d2b30c41e78b85d945c,RS0002109,,Blaetterglueck,2022-03-19,,,,80,46,3.80,0.00
3,I,0x5ba0b287eb75ef2818c134b5ce5f8d2e134be43c55bfefb9e9636b355e649ef7,RS0002743,,Blaetterglueck,2022-03-19,"0000 6150 2304 0000",Dez 88,American Express,79,21,1.50,7.90
3,I,0x4d7a53ec8440f2303de97d14f57a9779d6bee130c1d06ae39367ba3c70c088e4,RS0002275,,Blaetterglueck,2022-03-19,,,,55,15,4.80,0.00
3,I,0x755a0a1df2c72409cadd48f743b441360fe858920c985831ceac75dd946d0734,RS0002378,,Blaetterglueck,2022-03-19,,,,94,32,3.80,0.00
3,I,0x567144f98d7d13ccc740bdde80044d18f340d24255d6e976292779f4a8872c61,RS0002490,"279",Blaetterglueck,2022-03-19,"0000 4750 8643 2200",Dez 13,American Express,55,42,5.00,5.50
3,I,0x8a9e584e93a0e95f6705f450c74c987da3e38c95fda23e519822f2b74a352c26,RS0002783,"77",Blaetterglueck,2022-03-19,"0000 2669 2900 0000",Jun 92,Mastercard,9,2,2.80,0.00
3,I,0x22eeb54ff0114f52c2ca7586cc3cf2bfcab31fb156ccf7dd832cfa5844cbcf85,RS0002631,,Blaetterglueck,2022-03-19,"0000 2386 0101 1100",Apr 84,VISA,88,3,0.50,8.80
3,I,0x03b5463c58cc6ef8b5c1e5a4702a8e6db6a13c46d662624cac2fa7567118fadb,RS0002217,,Blaetterglueck,2022-03-19,,,,15,32,4.30,0.00
3,I,0x4b1e658e328cd6806d8fff6bd57940d3e4485daff002ad32bc3f4b1ae4a558d1,RS0002044,,Blaetterglueck,2022-03-19,,,,35,43,0.80,0.00
3,I,0x07b0e1cc852059593f9800b8309bdc054f628a0406d11a2d335f35897117849a,RS0002721,,Blaetterglueck,2022-03-19,"0000 7277 0621 3900",Feb 20,VISA,33,27,0.80,3.30
3,I,0x69cf36de24a74302ce58c0afdc9352362a35298ac3df336d56bc2d07662a8483,RS0002573,"368",Blaetterglueck,2022-03-19,"1900 8200 0655 7460",Jul 17,Mastercard,59,28,3.00,5.90
3,I,0x379f526af8085f4f0171c272265132b3e8d8c937b8eac3b7395921c00ae1d227,RS0002253,,Blaetterglueck,2022-03-19,,,,65,2,4.30,0.00
3,I,0x1bfb4341ac6643deea730f71a4c499b5e6b481605f1a8284c0b8e84e4cbfa3ac,RS0002770,,Blaetterglueck,2022-03-19,"5623 0000 0678 9500",Feb 23,American Express,41,19,1.20,4.10
3,I,0x7f27bf8f717841bc4e4cd29783a55288d4954c03645c9ef5b2dfba142b6eb959,RS0002115,,Blaetterglueck,2022-03-19,,,,54,43,4.80,0.00
3,I,0xf8be515805ff86b1ef2db1d7baaf9a9349dab4b69d878341c74c9fa3011364c5,RS0002548,"363",Blaetterglueck,2022-03-19,"0700 1000 0234 1368",Aug 78,Mastercard,60,22,0.30,0.00
3,I,0x6253d783c9c817049c68d17c3d65b605d7d5c7546dc936a95ae5ae7f145a2407,RS0002028,,Blaetterglueck,2022-03-19,,,,36,46,0.30,0.00
3,I,0xd3bac8dfcafb471b99ee7419d482571fe790c9b674f6e206ef2d6905df5598e7,RS0002433,,Blaetterglueck,2022-03-19,"0000 5737 0800 8700",Jun 91,Mastercard,21,47,3.80,0.00
3,I,0xa9ecf53680d8955e207635488e0e55498221dd919292af41a3402979c791c33f,RS0002468,,Blaetterglueck,2022-03-19,"0000 4183 0505 0500",Aug 20,Mastercard,17,16,3.30,0.00
3,I,0x69df2174bfb21f0fdfff4b6333ea1c5420ede94340c419f9c8c356a138edc148,RS0002113,,Blaetterglueck,2022-03-19,,,,19,46,1.80,0.00
3,I,0x8fd51652d15d7bcc36c649404e66065809d7d76acb823d1c8ef6d03ce8f327da,RS0002324,,Blaetterglueck,2022-03-19,,,,63,43,4.30,0.00
3,I,0xcc9075709efff1d4af8cf70572f4bc05441212baa537591302a6baefff069d34,RS0002089,,Blaetterglueck,2022-03-19,,,,112,33,3.80,0.00
3,I,0x489cf283284e9a8d21885ad03c8f8f974ae4e46e890ec7aeaadd5afa5010e8cb,RS0002581,"79",Blaetterglueck,2022-03-19,"0000 5044 5800 7000",Jan 23,VISA,98,49,4.50,9.80
3,I,0xf763f75996b06508c3ca2195ea00416ef8e3a63911ac3a03ee460f722df97165,RS0002553,,Blaetterglueck,2022-03-19,"0000 8556 0900 0000",Dez 93,American Express,16,34,3.00,1.60
3,I,0xf158006056965ebce6154b3d9350401feec65d02f5efc1c23dacb261b2f507ad,RS0002652,,Blaetterglueck,2022-03-19,"0520 0000 0027 7808",Okt 17,Mastercard,48,4,4.50,4.80
3,I,0x34a3536f8a0f8aa87a2bb78236f6c3ab6df02f9726af8b27629ccf89ae3eb186,RS0002710,"310",Blaetterglueck,2022-03-19,"6601 2400 0873 3900",Okt 23,VISA,39,35,0.80,3.90
3,I,0x8cb03c6ff1e21c70767a3a500255085d1b307b4965f49addff57a3ce17cb279e,RS0002559,,Blaetterglueck,2022-03-19,"0000 8757 6622 6300",Apr 94,VISA,21,46,4.00,2.10
3,I,0x9cf14d1054b9071c1c8c7f1f27ae0da7c0acc5e95c02ae306d64da38c794b0ac,RS0002803,,Blaetterglueck,2022-03-19,"0200 7300 0462 9509",Jan 19,VISA,1,41,2.00,0.10
3,I,0xaddd1b79f0e2b1a3291d304d37be4786e00929a23724f3e13fe7e278cba65744,RS0002476,"394",Blaetterglueck,2022-03-19,"6512 4000 0106 0740",Jun 84,Mastercard,67,43,3.50,6.70
3,I,0xda221c922b502e908d10061c11c2cc85ed5aa191535fe6dbebef28c19f173164,RS0002062,,Blaetterglueck,2022-03-19,,,,41,47,1.00,0.00
3,I,0x9ce3a79ff34d1cd7e46ce39fc7c360be67419d510d08e42cffd2b018faa32b23,RS0002673,"335",Blaetterglueck,2022-03-19,"3613 4200 0182 6120",Jan 16,VISA,61,16,7.80,0.00
3,I,0x36c9d425b7b5d9227dc54f251d92ac8a45ae78dfda35a42dfd8ed41363aae3ef,RS0001961,,Blaetterglueck,2022-03-19,,,,22,6,1.80,0.00
3,I,0xb6ff3df9d39d1ce5a51ca6deeddc703f5c30343c2664c13d81d30ab054c0560c,RS0002174,,Blaetterglueck,2022-03-19,,,,36,3,0.30,0.00
3,I,0xca434d57b483f56462f8d9ed592e4b1ed212fdbb28f273285fda61b33bd64cbb,RS0002085,,Blaetterglueck,2022-03-19,,,,51,27,1.80,0.00
3,I,0xfc5e6847a600a064972c2df1f29c8289e40bcb36ea23dcc8fa33a4b7b3b11ca9,RS0002469,"217",Blaetterglueck,2022-03-19,"0000 6074 2601 1000",Okt 14,Mastercard,96,31,8.00,9.60
3,I,0x16fc3cc42332345b2e22d0dfe3ca9c59624edd6aaf23afc7a82a74e51bded1d4,RS0002231,,Blaetterglueck,2022-03-19,,,,64,36,4.30,0.00
3,I,0xf63ec35735b77fc521032b68fd0a022b8feb0442a9ebb32db8d4360682daaa64,RS0002333,,Blaetterglueck,2022-03-19,,,,48,9,4.30,0.00
3,I,0xbea59eb595f652cb96f9265a8536aece76e6c481252910897e67e9e2cde8a058,RS0002453,,Blaetterglueck,2022-03-19,"0000 5830 0700 2400",Nov 13,American Express,107,15,8.00,10.70
3,I,0xec6bf138fc8f1e9117617b16ca845bf769fea5deb47627898608f710c99bc8c1,RS0002208,,Blaetterglueck,2022-03-19,,,,116,31,2.80,0.00
3,I,0x84894249f9ad0f0b701bc54e39ad51850ca3d0a87fac19edcf5adfc982a7f94a,RS0001956,,Blaetterglueck,2022-03-19,,,,109,18,2.80,0.00
3,I,0x291c127ebe1eadc183ff4b2bd791c73ce1199dc3ebe9aff00b816e6597067d5a,RS0002000,,Blaetterglueck,2022-03-19,,,,80,18,3.80,0.00
3,I,0xeceafcd56300aa8f76a79a4d0f238cf2d0e8ad384b6e6990e2a7d8f075b4316b,RS0002251,,Blaetterglueck,2022-03-19,,,,81,40,1.80,0.00
3,I,0xa5a8edda922e7c100e89a9a088c4a9b1fe3fd3dd75724b57f86cee2daa53a123,RS0002228,,Blaetterglueck,2022-03-19,,,,32,25,4.80,0.00
3,I,0x9603089830950ae5b667ee6ce64da5cad095b67c7c27c91ec7d34c42bddf12b9,RS0002293,,Blaetterglueck,2022-03-19,,,,28,39,1.80,0.00
3,I,0xec09c286d0e061af4b50da433ed4a4a87341081f761dc7bce0ff79ef4479766c,RS0002599,"271",Blaetterglueck,2022-03-19,"0000 3581 0700 2400",Sep 23,Mastercard,36,28,0.50,3.60
3,I,0x891767fe34d8152eca8a92353e165f185d2c3f56d3c76dd9d392192e6e0ee00b,RS0002088,,Blaetterglueck,2022-03-19,,,,99,31,3.60,0.00
3,I,0x6e45c63dc935147de7daaade746c806eb2488df9ecb7cb760ddd5ef6068d9a62,RS0002417,"181",Blaetterglueck,2022-03-19,"0000 5453 2612 0200","01/00",VISA,91,9,1.00,0.00
3,I,0x78bc4259a19aaf73f48d546e1c1f799356aab417fb37b9885afe6d361f6840a0,RS0002373,"54",Blaetterglueck,2022-03-19,,,,83,10,0.60,0.00
3,I,0x4d7a53ec8440f2303de97d14f57a9779d6bee130c1d06ae39367ba3c70c088e4,RS0002310,,Blaetterglueck,2022-03-19,,,,53,15,4.80,0.00
3,I,0x9c10e9555ce2731147f7245d14b9f842467541b30ea19a6951b01c757e1107bd,RS0002512,"375",Blaetterglueck,2022-03-19,"0300 0100 0558 4201",Feb 98,VISA,75,29,7.00,0.89
3,I,0x8d21810c1d5b442d551367beefb7b7f70261f52cd85b94afc64a188dda732b8d,RS0001948,,Blaetterglueck,2022-03-19,,,,106,33,6.80,0.00
3,I,0xc027e42c72cf49fabb4aea87faf5cfd8835125e5ab314cd3d580125083492e81,RS0002137,,Blaetterglueck,2022-03-19,,,,16,3,2.80,0.00
3,I,0x166d9043706df5486e04cd5565906011652e287245525bf2f9d339a969a17b4c,RS0001938,,Blaetterglueck,2022-03-19,,,,47,44,8.80,0.00
3,I,0x8a2f47c9821dcf736d792f55be86be7eee27de390cc8260334cdfd60f65fcbbd,RS0002412,"279",Blaetterglueck,2022-03-19,"0000 4750 8643 2200",Dez 13,American Express,17,12,3.30,0.00
3,I,0xd07bede36fcbdee4e533a1014720979218d3d1ae59621c9cdb9df189f40f690b,RS0002175,,Blaetterglueck,2022-03-19,,,,62,31,3.80,0.00
3,I,0xeda83bff0d82c58dab9b3ab89352c414ef3aee0c9f3fa62566ee4ca8debadb3c,RS0002014,,Blaetterglueck,2022-03-19,,,,35,20,0.80,0.00
3,I,0xc8070fbc6f5361d13c7c22987d92d0773a42897833db027d7b8e2426aac52596,RS0002113,,Blaetterglueck,2022-03-19,,,,122,49,1.80,0.00
3,I,0xa5a8edda922e7c100e89a9a088c4a9b1fe3fd3dd75724b57f86cee2daa53a123,RS0001993,,Blaetterglueck,2022-03-19,,,,32,25,4.80,0.00
3,I,0x4773dc21317fbb0559947637304b899a0d7b2922f656834caf7b92f56a37c5ef,RS0002563,,Blaetterglueck,2022-03-19,"0000 4076 3515 6000",Mai 87,VISA,22,3,1.80,0.00
3,I,0x784ba5b1db3d8aab68945777a3c8f91282bb9c5d3f338ca16562b2e35a80d105,RS0002327,,Blaetterglueck,2022-03-19,,,,25,30,6.80,0.00
3,I,0xa8471e12fac7a5b70c997018f9ec94da286d80ec7bbf8478c16c3a0501e398a7,RS0002018,,Blaetterglueck,2022-03-19,,,,105,23,4.80,0.00
3,I,0xb0904fc29cfae9b942fc09b67db43853439167bd0a90f5afc8d79f98f7930a17,RS0002359,,Blaetterglueck,2022-03-19,,,,77,13,1.80,0.00
3,I,0x1db68156590a04505954cd766e63d0739b7d05b5b4e1d122f695de874a853500,RS0002518,,Blaetterglueck,2022-03-19,"0000 0955 0912 0000",Okt 23,Mastercard,37,28,0.30,0.00
3,I,0x1ecfa3d8c82f7fe478cc780ef2fc5715347e02f2cc3e57f90c13432fcf165ec2,RS0002323,,Blaetterglueck,2022-03-19,,,,11,49,7.80,0.00
3,I,0xa857c3b24a160e8ee840740240335f8c979cf065d689e9840a71058dd211309a,RS0002727,,Blaetterglueck,2022-03-19,"0000 4858 5601 0300",Sep 85,Mastercard,85,44,1.00,8.50
3,I,0x105715c5ce5cb0dd64a2ee426103b4fb42600e0d5d9560f6fc5ca70da1abeb05,RS0002195,,Blaetterglueck,2022-03-19,,,,105,40,4.80,0.00
3,I,0x07f5d8714b8d474c0a4dbf26ffdfd3aa50e22f604b0298786a5a182a6c222115,RS0001994,,Blaetterglueck,2022-03-19,,,,7,32,7.80,0.00
3,I,0xa67f8f0a74d35dc2820fade28c49dc5dd5d45cc2401937edc68fb62746d7001e,RS0002503,"369",Blaetterglueck,2022-03-19,"5500 0000 0296 0870",Mrz 21,VISA,69,47,2.00,6.90
3,I,0x0905cde1dc47e691aa7e59390bc134d98f6cf2a0c368791a0e2b36af807f2fe9,RS0002637,,Blaetterglueck,2022-03-19,"0501 8000 0167 8386",Okt 16,Mastercard,103,22,5.00,0.79
3,I,0xcc3f9edfe5e9f220a0746f1299ac580a0d23b3f48f982b107e500cfa92de4b51,RS0002453,,Blaetterglueck,2022-03-19,"0000 5830 0700 2400",Nov 13,American Express,78,33,1.80,0.00
3,I,0xdb5687b530500691241ad54f3ea64002fdd2fd88840e064749b751c78b7b4241,RS0002383,"367",Blaetterglueck,2022-03-19,,,,62,10,3.80,0.00
3,I,0x238e8dc7f5133ed660728f04553e1b4975593a2d600fa0162cdd8ba18e138cb9,RS0002101,,Blaetterglueck,2022-03-19,,,,105,46,4.80,0.00
3,I,0xf0f704c2a359ab462fab77850c969af421c9827fc59435d9854f269eae6a26cd,RS0002203,,Blaetterglueck,2022-03-19,,,,14,39,4.30,0.00
3,I,0xd362396e198975329464e3d05f86ace5be251faf098cd52caeb73578adad9094,RS0002233,,Blaetterglueck,2022-03-19,,,,15,42,4.30,0.00
3,I,0xf5fdc7129e069444de34388709ca43617bfbdc6df5d1aa0facfe87573577e324,RS0002548,"363",Blaetterglueck,2022-03-19,"0700 1000 0234 1368",Aug 78,Mastercard,25,6,7.00,2.50
3,I,0x7bc46ca33d300d9ca3aa4c450a3224d3bcd089c0b88a953b17b125261ed27b99,RS0002703,"125",Blaetterglueck,2022-03-19,"0000 4558 5501 3000",Okt 13,Mastercard,14,8,4.50,0.20
3,I,0x325cb7363b901989b79666ab7b62f2f26d5e7f11256100ad5861d4a9cbf5e1ff,RS0002442,,Blaetterglueck,2022-03-19,"4500 6500 0582 4450",Mai 99,VISA,48,16,4.50,4.80
3,I,0x68230d46b9fd2699f8f529d2b6255020f8dd84e94be08133519f3d970a02a594,RS0002797,,Blaetterglueck,2022-03-19,"0000 7350 2101 3900",Jul 23,Mastercard,25,26,7.00,2.50
3,I,0xfbe5ee0867d3de7573ff2ec03ab76f697ef438f70dc1e564436a0a52843c2cff,RS0002353,,Blaetterglueck,2022-03-19,,,,107,18,7.80,0.00
3,I,0x9002b304ebf7b0abbd37610ab1e22a0d3e03b911cc85698277f88366ac0fb864,RS0002624,"9",Blaetterglueck,2022-03-19,"0000 8483 0500 0000",Feb 23,Mastercard,57,32,8.00,5.70
3,I,0x3c0619e715e1fba2cbd4f4d4971bcf7c689230a8fe33e364e5f10a5ae143d8d4,RS0002234,,Blaetterglueck,2022-03-19,,,,116,46,2.80,0.00
3,I,0xfc03edba2ad5a3a2e02e7eac9683bb22d4c9fcf59340688bb0ec535e4fadd8a5,RS0002318,,Blaetterglueck,2022-03-19,,,,79,6,1.30,0.00
3,I,0xcaccc558396fdd889d026be763359d7cb4c39332acba24392c57a616ece9764e,RS0002732,,Blaetterglueck,2022-03-19,"0000 1760 0501 0100",Mrz 15,VISA,106,3,7.00,10.60
3,I,0x69df2174bfb21f0fdfff4b6333ea1c5420ede94340c419f9c8c356a138edc148,RS0001936,,Blaetterglueck,2022-03-19,,,,28,46,1.80,0.00
3,I,0x6ef725523f9020d7ccaf072721b03f0394776785fc1352a781e3a7ec2d14fb3c,RS0001949,,Blaetterglueck,2022-03-19,,,,19,38,1.80,0.00
3,I,0x8bd704168818606a6e6f2e3003a99af2351cfcab919150244a9dc6b51b4fdf3f,RS0002437,,Blaetterglueck,2022-03-19,"0000 3182 0640 3800",Okt 23,VISA,88,35,0.30,0.00
3,I,0x4c7d42d8971510eddb485f99d0826079d5cf9fcce20cfe5c51a97ae0a65b607b,RS0002167,,Blaetterglueck,2022-03-19,,,,47,46,8.80,0.00
3,I,0xd76b154e227180628af504e876474b9353d863b25e9818630648d23d6f85826e,RS0002193,,Blaetterglueck,2022-03-19,,,,87,13,0.30,0.00
3,I,0x95c796d6b3094968fae65f6640b0dfbc40320971b6360c9d7f2ddd8e95a82322,RS0002393,"75",Blaetterglueck,2022-03-19,"0000 0380 0800 0000",Mrz 15,VISA,83,27,0.60,0.00
3,I,0x6dbf557dd758e9302121adbe6b78e7f6f5eaa8d863ffaf453508cf95b712527e,RS0002582,,Blaetterglueck,2022-03-19,"0000 4844 5500 4500",Feb 23,VISA,92,20,2.40,0.35
3,I,0x4dfa8fd0198b50c98ecaba855a60795564a16042afd9a2af39a5ee36e51ad8ce,RS0002686,"2",Blaetterglueck,2022-03-19,"0000 0968 0523 2800",Jan 15,VISA,100,28,5.60,10.00
3,I,0xf661605d7dfbc13369dd9004b068c590fc627e75a5682450fd439f2518409f1d,RS0002587,,Blaetterglueck,2022-03-19,"0000 9170 1696 1400",Aug 16,Mastercard,107,17,8.00,10.70
3,I,0x2b4a18848f79299d447b220288b1ae994ae99b9dfe484167583d776ba60731ea,RS0002093,,Blaetterglueck,2022-03-19,,,,95,29,1.80,0.00
3,I,0x16fc3cc42332345b2e22d0dfe3ca9c59624edd6aaf23afc7a82a74e51bded1d4,RS0002178,,Blaetterglueck,2022-03-19,,,,113,36,4.30,0.00
3,I,0x15ca98278a131b14e138c29470bcdc24eead552d9b75603df8b33a133d59ec36,RS0002374,"257",Blaetterglueck,2022-03-19,,,,26,47,3.80,0.00
3,I,0x3d74e0aac12c5aeb000344b7b19a8541cd139b623578e858fabd189b9155538a,RS0002513,,Blaetterglueck,2022-03-19,"0000 8147 2515 5000",Mai 23,Mastercard,81,43,1.80,0.00
3,I,0x3798ffd4f0daae0906ed92d1b7368b7ceb6a6197c8bded1a0f76a8a41637839d,RS0002463,,Blaetterglueck,2022-03-19,"0697 1600 0512 0992",Mrz 16,VISA,115,31,4.30,0.00
3,I,0x3f594fc6387a8b93556fdfec270777c614b9ed66db7ea358b630db57fc0fd798,RS0002134,,Blaetterglueck,2022-03-19,,,,5,10,4.80,0.00
3,I,0x84894249f9ad0f0b701bc54e39ad51850ca3d0a87fac19edcf5adfc982a7f94a,RS0002263,,Blaetterglueck,2022-03-19,,,,66,18,2.80,0.00
