"sys_loadingid","sys_cdc","sys_checksum","kundeid","von","bis","strasse","hausnummer","adresszusatz","plz","ort","land"
1,I,0x283d1fe939ebe3e9d62a414b08176451f6f6d9b11ebb76ed476fd0a7cbd50477,"259",1978-09-09,,Sinziger Straße,"41c",,"23919",Berkenthin,
1,I,0x835a2935b4ba0372369340b32f8be0e28c0756beca47c5a229be2e86bc8ebe7d,"209",2019-09-02,,Nebeliner Straße,"144",,"49637",Menslage,
1,I,0x0182236d868eeda14c7bbb68e7a5f5a0e036f516c69360453efef529cfb80c2e,"136",2008-05-19,2008-11-13,Heidenheimer Straße,"149",,"27299",Langwedel,
1,I,0x2b0c68617d628cf4dbdb9f2afd8e9c38932723d1206f46c2ba330759250ead54,"149",2009-06-07,,Burloer Straße,"82b",,"30974",Wennigsen,
1,I,0xf9e3205359912aab589c58d976314df4a3282f0020d6b39a5fcb1248f9d95918,"69",2014-01-15,2016-10-28,Pappelstraße,"34",,"25794",Dörpling,
1,I,0x7c2adc3d98b01a573768c8f62f2ab09ec5ac4b18891fc7cea118399da46806bb,"294",2004-06-23,2019-01-23,Oberwaldstraße,"34",,"78467",Konstanz,
1,I,0x946610efa266f4fef111b0e764cf84fc3964dafce3d1e9ca7320b8ab6fc5b67b,"52",2003-12-07,2005-10-31,Schaafsweg,"32",,"25724",Neufelderkoog,
1,I,0xb81e4e430fe063ef5aa05c0591b391b9e7a9b108bab3aab112d12302d3012252,"51",1991-09-16,2011-11-12,Pilsgasse,"155",,"24996",Sterup,
1,I,0x8f4d1454e2545950366fa5a4d9840f4f978a7691c98f8bf437016694d4e4a26b,"289",1987-04-02,1991-07-31,Holzbachstraße,"131b",,"65552",Limburg an der Lahn,
1,I,0xac6d59962f9a1f2b95ead1d3c5df010f90ba330639efce302c8089fa11157b9c,"98",2017-02-11,,Egenstraße,"140",,"65558",Burgschwalbach,
1,I,0x3cc72ced188bd6bad689a9e6522f2e3d3ed1444063d4e4fad4dfb4cc7412b620,"276",2021-02-11,2021-12-26,Fröndenberger Straße,"136",,"24105",Kiel,
1,I,0x4ffb7448d8f35592e8f06cdc2a342a132d2e63bfb02207276e1abbbfa4e97413,"163",1997-06-13,1998-01-04,Burgacker,"168",,"56814",Landkern,
1,I,0xb32cd32383fb1313a7d61c96d8c7cd14272dc112b944754632a24c0ee5c88a2f,"270",2019-03-22,2020-01-28,Auf dem Nüchel,"140",,"56823",Büchel,
1,I,0x922443b67fa94fc96c57edb9dba266d7da6ec64cc0899e911d673bffef58aec6,"42",1972-07-23,1991-11-16,Asterweg,"173",,"87663",Lengenwang,
1,I,0xa1ebd3ab7203550b0508c5904572c83f87928915478f87fa64821f337fee404d,"38",2014-01-02,2015-01-17,Fresnostraße,"193",,"85661",Forstinning,
1,I,0x4cf7ce2dabad4992182f424220788ebd5ac087758eb0c969ea8c51c4a81b6a3f,"27",2012-05-22,,Am Silberberg,"82",,"47638",Straelen,
1,I,0x353d6984bd8a3db5f9f478622d0464838135265bfdcc787acf838996c56414e1,"14",1990-12-13,1992-09-29,Nistertalstraße,"97",,"55481",Reckershausen,
1,I,0x708ed7ebe9e3ba0278471f15c97424813847209f6cbb4b2202ff10f46a9984a7,"257",1981-05-19,,Am Wulfkamp,"25c",,"34549",Edertal,
1,I,0x6fe8412fae8898d8a7cdbe667ebeb7b748710bc024a50ea341d44548e5283586,"299",1997-03-28,,Streckenpfad,"170",,"44147",Dortmund,
1,I,0x0a56833b913b120d199441477cee66534f70fa8ac8ac4ca5549f1248f12a4bc7,"104",2020-09-26,,Willertshagen,"169",,"63863",Eschau,
1,I,0xf2fa2c9a556d49dc6654124fae9a148350aff19f4babd6f249ecb7c9033c78a4,"94",2020-11-29,2022-12-05,Klausenstraße,"193",,"56767",Kötterichen,
1,I,0x512050ac6d0e9f9b800165759ea03d5554456ac6e808ee5cd2cdf8aa263386d4,"279",2010-06-26,,An der Struth,"141",,"38302",Wolfenbüttel,
1,I,0xea97c6e4ec5af06ab7b5fa01415b05c0168ebd933a6b41a73906b1249b913a3a,"81",1997-11-02,1998-12-30,Haselstraße,"158",,"74869",Schwarzach,
1,I,0xb62fc001d075d86f7a829d8eefb8eec761f341240b995fbda41ba3a7d8ee31c4,"60",1974-08-20,1989-06-13,Schildsheider Straße,"139",,"54529",Spangdahlem,
1,I,0x1d7ce7a0c7274a34fe6096d8795b0d449dd844485c5814f92a58ba6f5087a867,"292",1979-04-03,,Rudolf-Schneiders-Straße,"175",,"24340",Eckernförde,
1,I,0xcaeb84cdbed7280b0fb849dacd247340ac3cfdfc9cb67e107771a86d8089ec8b,"231",2006-11-16,,Hollstraße,"83",,"94265",Patersdorf,
1,I,0x3f870d4cbcee9e6e38c4e1d2dd604e145c9dca89cccaf5e1a5617a8990f8e09a,"225",1981-02-23,,Wassenberger Straße,"25",,"63773",Goldbach,
1,I,0x02b124180c66405bcc9eb07f3adc149cc74e69193094b80fa58ea4392d04eec9,"200",1982-07-27,,Wieselweg,"21",,"89355",Gundremmingen,
1,I,0xbbe962634cda1a41bf7b66e19d8e8677371065cc6f2ccfb50ce3596c6c8bcb01,"223",2017-02-01,,Kalteborn,"147",,"55606",Königsau,
1,I,0x893102e29fdd9ed9d6b394d04518c894ae82c222af27cd3160b82f57799178a3,"62",1972-01-29,1992-09-01,Am Lindchen,"50",,"26427",Esens,
1,I,0xe240f9daac26ee8438f62f2c0bc600a1627501eb4a1906bfc63733fc14ff15b4,"226",2007-05-03,2008-01-26,Gewerbegasse,"186",,"54426",Hilscheid,
1,I,0x3dafe137716114b84bde4818313ce5389d3435d2dd417723243eb65e0bd94d5f,"95",1980-08-05,1984-11-26,Helbecker Weg,"169",,"26757",Borkum,
1,I,0xfbd8be0e8e3d728588efebd60caf156cdfc56261f72dedb8364d3ad1e54ad564,"196",1978-10-07,,Hallenstraße,"144",,"65626",Birlenbach,
1,I,0x91258d4a9a6943f66fa3706ffa39abe9eb78c2ec504860eb016dc8eea6bcc18d,"152",2020-11-13,,Obertalstraße,"54",,"24340",Gammelby,
1,I,0x503c2d80027657ae8f9b0154b09e094c0128223d57d8b9db9a09ad18cea5337b,"247",1973-09-28,1991-02-23,Zillestraße,"90",,"66763",Dillingen,
1,I,0x8d826383d6d88924f53a94ed48663cb1e1f34c75920affe77721efc1b177855c,"295",2008-02-16,2009-01-18,Am Gutshof,"123",,"88422",Tiefenbach,
1,I,0xbbcd5fd1e46132b9170cf4e69ec65d5a4008ae35eef7823579f23b901104c915,"277",1997-09-16,1998-08-01,Friedlandstraße,"80",,"76139",Karlsruhe,
1,I,0xe1d0e5c19e887c68e4025f304563c08b765e843f5c80124aed41da26172e2187,"116",1995-11-29,1996-04-12,Im Haltebrock,"89",,"31020",Salzhemmendorf,
1,I,0x2dcad6d5acd18bf1f03194dfe38ecbe1cc68c07384cd4ebf5ba6394cb70c087a,"185",1988-07-24,1989-03-08,Gänsberg,"29",,"42853",Remscheid,
1,I,0x3e39f3767b1a6e078a6c61941e53c84b6504b4ec69e6ae34313554fa042b012c,"56",1997-06-16,1998-07-19,Schmiedgasse,"196",,"66996",Fischbach,
1,I,0xb2f19c0c786d488fe7f2baaee1e2059a47d3e3093521b3d0eddd6aa68252f8bc,"101",1988-07-03,1988-11-23,Gabelsbergerstraße,"191c",,"55597",Wöllstein,
1,I,0x2dac4d0aba402f4f6a607d4ab45c95897d356b1b503f286a8d8b6c0fb5331941,"84",1995-11-19,2016-04-07,Urmitzer Weg,"90",,"64859",Eppertshausen,
1,I,0xa7b11e065f05993ddbafca802445abdcd1d312f7a51196c87387673f0438f8c5,"38",2016-11-29,,Geneschen,"47 a",,"56283",Morshausen,
1,I,0x35c51c7586891a4d04f80239e15da65936fe78d3387e89be685e3d03121d18e0,"79",2010-01-03,2011-02-28,Eschgarten,"110",,"67308",Biedesheim,
1,I,0x44a48e128fbca1bd3bc1a78fea4f793ccce873d6f7c748b6a45dc3ba35336cfc,"13",1974-08-06,1985-05-04,Brüsseler Straße,"200",,"82389",Böbing,
1,I,0x6b34454ed41128d3256fc4cdd72b9ec2f3bf6401462b8f4194892ceea41bdd64,"46",1992-09-19,2001-05-08,Venn,"80",,"66909",Matzenbach,
1,I,0xe1599f3caf46ece6df432276490ad6111510bd4943c9001b2e7f470b8951c8ca,"3",2016-01-20,,Zur Hohley,"33",,"39638",Wiepke,
1,I,0xa782b37b8ae4237c8c053d97899138e595d31c9bfc8f9205e71c9fab27786a04,"252",2007-08-13,2012-08-24,Geneschen,"177 b",,"57614",Stürzelbach,
1,I,0x35d5f23e2ce997e1df1d738538a5742bf09f95cbf88a8750aa709f8500fc1eab,"76",1995-11-05,1997-10-23,Berrischstraße,"61",,"57572",Niederfischbach,
1,I,0x4df19c9b402c72c8261d0afc1fb5279647d980466961d339b408fc54ac790c67,"17",1989-06-22,2019-08-15,Räuschelstraße,"65",,"74229",Oedheim,
1,I,0x93a681a02270f9c31397f3dce63c0bbd430c7dcbd3d88c611b6e29d2239f7166,"119",1998-08-20,1999-01-28,Am Grauen Stein,"155",,"54614",Heisdorf,
1,I,0xa5e08ce78a22ccd4b4cffefa3599106c0e338885accca7d31fdd4f1becc2b690,"99",1977-02-10,1978-04-27,Dreizehnerstraße,"171",,"27472",Cuxhaven,
1,I,0xc0109f3e47f949228a6008dfcf18a5bf0eac8ef11e40a5d1f76773555ce4ca0d,"286",2011-04-20,2012-03-13,Im Viertel,"11",,"15236",Frankfurt,
1,I,0xac07f23db939ca26d52803f1f3eccb1e76a3feff06f35fd6f4b052471a03ee96,"235",2018-07-09,,Mutter-Rosa-Straße,"74",,"74599",Wallhausen,
1,I,0x09a76e93387b7c1cb0df8e1cc33a13fb786683a210a5affa0c4017b6ddfe3e29,"24",2019-10-30,,Voßstraße,"122",,"18258",Schwaan,
1,I,0xa40559b0d453b356e545715e5f2b4eb326c348d188f9a12d45a4f37e2370bd82,"240",1997-02-25,1997-12-04,Wirthstraße,"123",,"49828",Georgsdorf,
1,I,0x5007382fb209430130c174451f6583f4817e66cf14cbd3538420195fe694eda1,"179",2014-05-19,2014-12-26,Graf-Arnold-Platz,"14 c",,"25724",Schmedeswurth,
1,I,0xd39a30ff406db2ecaa0ca5326096ec3616c3b650e9c84eaecc458a7a773c32dd,"4",2003-02-08,2008-10-17,Mühlengasse,"90",,"35279",Neustadt,
1,I,0x7c0b5d1854e2755a7469f14a118a98860d9e6f60b7d42eb8dfe4ca281fc75f8a,"224",1970-08-31,,Teutoburger Weg,"17",,"67734",Katzweiler,
1,I,0xfc359706c3a9f88eb5aa4d6ae0a1048641df1ab50ba8deaa32a7cf0f3b50d832,"194",2017-10-13,,Weidenkamp,"189",,"27419",Groß Meckelsen,
1,I,0xfa1168a6dec09fc935aa0bb3fa2ae14a06fbb8f50014f3ca714c63e3349a9119,"257",1981-05-06,1981-05-18,Gladbacher Straße,"136",,"56244",Goddert,
1,I,0x20ce6632325f6c30d8f9fbf8ac3404a1e0d7091fd4491f5f342f55ce0c7d2f63,"134",1997-07-15,,Martinusstraße,"81",,"54558",Gillenfeld,
1,I,0xeb184054426c31d6910a61dc16d5a798e7c520220699b3d2bcb8a2116a1b8517,"61",2019-08-29,2021-08-01,Maria-Lind,"95",,"76307",Karlsbad,
1,I,0xf525a018949f887999ad5647ee042ef84ab9f4de88e006895e6120fb22efebbb,"47",2017-10-29,2018-11-22,Bergstiege,"65",,"37619",Hehlen,
1,I,0x1f396b9a331f1bf3e0991d7aa82ccf4c8ee928365247f65e34caf0c9e8cfb79d,"122",2009-11-22,2010-05-05,Benediktstraße,"59",,"36157",Ebersburg,
1,I,0x43633ff950bb00556a52c31703f6b81b8d95d788657dfad919d93ccc0e643e2d,"37",2022-03-13,,In der Lüh,"63",,"58135",Hagen,
1,I,0x6ba4073a12db95ad7cbade156293ac1b414c16b1931a0a50890772fd5f4f36b9,"242",2004-10-11,,Am Köppel,"46",,"95195",Röslau,
1,I,0xaedc8d6d9eb558f0a58c6e8cce30e3bec92b31d765e3093045d0ef0554443c60,"200",1981-11-26,1982-07-26,Am Fischteich,"52",,"24944",Flensburg,
1,I,0xed976159fcbbeebb4cbbb1560dc27fda5e375e6a277563d5ee02c5344c78e51b,"274",1989-12-26,,Erpeler Straße,"87",,"67152",Ruppertsberg,
1,I,0xd8fc136549ba557ccb9af257d63a91934e590cbbc85265890973fdbd32941076,"39",1984-10-24,,Leienstraße,"71",,"6333",Welbsleben,
1,I,0x06c9dbc13836046a9606b03d45a7341ba29fcb7d67915f7a4e2531ae969093a9,"106",1983-11-07,1984-04-03,Flachskamp,"46",,"67376",Harthausen,
1,I,0xcee2b2a538604a50cd872a528fcd5c4e105dfd49c643bbe0f197f72f6c3995a0,"91",2017-12-31,2019-03-09,Donnenstraße,"124",,"66904",Börsborn,
1,I,0x9fb40b610e9e26e6414d4fa30b618ccd05650968ef18f456f610bc27a8a4fbd5,"171",2017-06-06,,Zum Erlenborn,"76",,"90513",Zirndorf,
1,I,0x53c113c662710386cd396ed105d1bc99b4370624eb36b30087b4a48ef8c3bf3c,"61",2018-07-21,2019-08-28,Goldenbock,"111",,"37170",Schoningen,
1,I,0xb622ae18949df3eb3afb3c329329fe229b7a106146fbfbfecf4fb208b8d9d7d2,"273",1996-11-22,2007-06-22,Bernhardstraße,"143",,"25938",Oevenum,
1,I,0x7e73fca340aa27b1369ac5223daed5e22cf3e9e384e18d7c727279b84c634d6f,"300",1987-07-07,,Eicher Straße,"74",,"45356",Essen,
1,I,0xa07588fdcf572f2c4c9a357452db55abe84719b287ecd722bdf8eadf34b5ee98,"86",1999-06-03,2020-06-19,Königsfelder Allee,"182",,"48465",Ohne,
1,I,0xa9026b4fa81eb1e58757541b784dc308a82ea5b218eebdc430fe5662e9a7924b,"18",2004-01-26,2005-01-20,Im Kloster,"33",,"35606",Solms,
1,I,0x370e286d016b506c2e48f8b1f826c19644869fbfda8c5bef4eae99523aec9169,"12",1978-05-26,2010-10-11,Buchenende,"164",,"73560",Böbingen an der Rems,
1,I,0x791e08fcbb4dccb39f186fda3c877b4c70b6bcd85a1e4fc706a988d81f441edf,"243",1981-07-08,2001-06-29,Dronkestraße,"174",,"73326",Deggingen,
1,I,0x45572df84dc15cedcf76529bc026cd6e03ec4ee6c3e094e3871871d26ce8c62b,"74",1985-04-14,1986-06-04,Reichenbacher Straße,"32",,"82386",Huglfing,
1,I,0x03fa70fb2cff10a9fec0eb0e3195212a7a4f60700313230a3647c79a920b7f20,"70",1997-01-04,1998-02-20,Rheiner Straße,"18",,"79695",Wieden,
1,I,0xcab94eaa8d76f0aaae2ff69da8b0d283f602c8ba169d757c48c6c31b132bf653,"275",1991-03-15,,Dr.-Domarus-Straße,"172",,"82481",Mittenwald,
1,I,0x229ac1cec92c442ad055be24b46a97b50b48ed17e243939a530419f964547709,"60",1989-11-01,,Klosterweg,"22",,"59557",Lippstadt,
1,I,0x03781c2877a7af330e08047d8a6a6bf7e6b6fd59bd9fdd488acf584308b63a6e,"252",2012-08-25,,Birder Straße,"117",,"41366",Waldniel,
1,I,0x5ed1135fc932c7fc7d047a7e82c2ca3484fe248acb934b3dce331a72ebea819d,"57",1982-10-13,1984-09-11,Uhlenhorst,"87",,"84533",Stammham,
1,I,0x66cbcfc63eefb77baf7194a0e7ae662ba9c5828794d8a4293eb1a7eb22fcdbc4,"134",1997-01-19,1997-07-14,Floriansweg,"27",,"89561",Dischingen,
1,I,0xe326081f0531024fd294beefa2b600e1b0848fb03f1dc3f65063c932eb23d20f,"228",1972-09-24,2012-12-08,Strodeweg,"52c",,"65558",Lohrheim,
1,I,0x2bf2734f4893b7d2204a13f44c7ec81b00b77040c64b5de0161c6a71be793449,"253",2019-03-10,,Gerstenfeld,"131",,"71083",Herrenberg,
1,I,0x52f39bfdeae3544cd7f1ceb28f7e8f360faf5bb50e396223cd1b899603063356,"219",1994-10-13,,Droste-Hülshoff-Weg,"149",,"84428",Buchbach,
1,I,0x700f0443765af435f9691952c8f8088d2bcfcac7f55ad5c80fffd5771dab7fe4,"204",2004-10-17,2005-06-20,Borghof,"14",,"55490",Woppenroth,
1,I,0xde363b25684a891908a191714e870b316cecbc356742ee9baa8f68dce32da6b6,"99",1978-04-28,2021-02-23,In der Blemke,"125",,"67678",Mehlingen,
1,I,0xfd3d271f6ad695207bf5735479ed2a1dea59b82f55fdd73e7c36760180c86c2e,"127",1995-01-31,2005-02-22,Baumberg,"53",,"49685",Bühren,
1,I,0xf01cc54d5d97516e2bf1ae4e65fb9ed1cfa6bf4a67022ef3efd621c7c6e49503,"65",2022-06-30,,Engerser Landstraße,"124",,"82497",Unterammergau,
1,I,0xcb5a3726e1cad9018e9b361ca6ad332008cf864e7ea2c3d987a048239eec8934,"246",2013-04-17,,Bassenheimer Straße,"18",,"56479",Neustadt,
1,I,0x2ab4dbef5cded0927e1a428fa80faef9283b43fb91d4490b874f038fb6744300,"78",1999-02-08,,Julius-Leber-Straße,"110",,"92447",Holzhof,
1,I,0xed1665c331784bf6e4fb9a54251ed99103e2a49c93e8f1ccccbe99dfec81ceb2,"212",1978-10-03,2001-09-11,Braunsheck,"67",,"24235",Laboe,
1,I,0xbe4cf60f9aa8a0b2e83f03c30805c2fc963d36c1e0f57f665d79daf18fc2b59d,"32",1979-01-02,2000-05-18,Auf m Eichhahn,"3",,"57614",Ratzert,
1,I,0x5638a12f8be3449570f611fa16c4e92fcf74a14057fcdb00903e959daee9be3f,"98",1988-04-23,1995-05-25,Dienethaler Straße,"133b",,"37079",Göttingen,
1,I,0x320a2f78c5f2ec3e51bc961a4ad7c8e18042e53012a5d9818672ac0a95609ee4,"271",2018-03-23,,Bicker Weg,"89",,"95686",Fichtelberg,
1,I,0xcac4f2803d0caa3d197c5da01d794bc801e29a5a99a0892387d18cd33172ec2e,"190",2012-02-05,,Niederelben,"119",,"48346",Ostbevern,
1,I,0x58eff9ed31dbd117ecf9d6183dc2749714ce81b5456aea5e9dc8f8d095d4f354,"245",2016-01-07,,Rosendahler Straße,"171",,"56244",Kuhnhöfen,
1,I,0xa1dff0520d75fc77e5c1bca8e08311a0be0efa686932a26a50a2311df19f4f02,"80",1997-12-18,2015-01-13,Oberhausener Straße,"149",,"86899",Landsberg am Lech,
1,I,0x4923ef675f8e86258c9607994db0a1976994cfc440a55dbf12160b7c7a877884,"40",2006-08-16,2007-09-02,Im Römerkastell,"99",,"56355",Nastätten,
1,I,0xbfb3c8cfb65176ba4ba78f63645d9c85e2bb296059d24bd677fa9286bf608103,"121",2016-07-22,,Ostenbergstraße,"67",,"67316",Carlsberg,
1,I,0x29d14e5bb5d8a7ffce51f2e40bbfce753a7086781bc0a80d8a2bdc8742aa476a,"82",1981-07-08,2014-03-21,Schelmenweg,"60",,"66620",Nonnweiler,
1,I,0x33c2c69602ee539328883ddb18c52b810b7e90c4285d8e391194d636d1ccb6ef,"170",1979-09-29,2010-09-01,Eper Straße,"37",,"77652",Offenburg,
1,I,0xd5e5a353c9594c9244c025e1830d8b698e27b1dc135b363e417803eacaf8350b,"261",1989-07-25,1990-05-24,Plaidterwegsrest,"177",,"70176",Stuttgart,
1,I,0x47622203d37475ec01ef38901c3293a92ee43ccaa4eb17701016ed7b958c1174,"138",2009-12-29,2010-06-27,Altefeldstraße,"21",,"99735",Werther,
1,I,0xfb65b434a598e0781f48820830225c6e69809ac420a1aca5b64527e794ceac81,"267",1987-11-24,2000-10-02,Holzweg,"176",,"63808",Haibach,
1,I,0x0c01543878bdb8a4828bb6800c239cdcb677421d815065af70f4f2afebb278ef,"222",2005-08-22,,Vorgebirgsstraße,"37",,"89177",Börslingen,
1,I,0x6496e07db4947c7d44fdaebe6e533bfe0bb2c75610f45c54de581f3649351cca,"188",2020-11-25,,Bachstraße,"59",,"19065",Raben Steinfeld,
1,I,0x72e81d075851a472076233b9dc04860a1b8a8ae5e6d52968ffa3f96b921045ec,"153",1983-07-03,2007-03-13,Brombeerweg,"123",,"82211",Herrsching am Ammersee,
1,I,0x3db9e0385fdce064a8e9fc47f0ae067b90c6100d54d30572bf1a87632c5c969e,"2",2017-01-22,2018-04-17,Niedenstraße,"85",,"26556",Nenndorf,
1,I,0xada0cb60005a6b32916645c77ebd2e275de4986d3f16d8c6806a2ec83da5b7ad,"167",2003-08-14,2005-03-25,Kirchheimer Straße,"111 a",,"56283",Ney,
1,I,0xed90998208c7780f09ec2558e0d4daf8dfeb65de3304c5db59fdff5e60bb0e47,"291",2008-06-03,2014-10-15,Schönangerstraße,"106",,"53175",Bonn,
1,I,0x7f77b7e070672cca206e6c9d0d5eb00220a6a3a0058cc8bbca28aa96114c158e,"45",1986-06-24,2006-09-21,Eggenpfad,"191",,"54655",Zendscheid,
1,I,0xf9807bd82d81804b7e6985a037bef0eb137b25e9f5a7ffcfeb0f081dcf1524f6,"143",2003-02-28,,Kirchenweinbergstraße,"26",,"56825",Beuren,
1,I,0xf086f6a84886aeaef7d59639afb686c1cdff15bb481e3f4889f3e180722d25b4,"227",2007-08-19,2008-05-14,Willingrott,"152",,"6333",Ritterode,
1,I,0xaae18417a37d7e8e2d983c8ffe2373a7cc23b56d92b2cbb5938ef20ed263d8f4,"79",2011-03-01,,Eichhornweg,"64",,"56291",Wiebelsheim,
1,I,0x4ffacaa669bf714d5c9b069a3bf26a7eecfd7ae9b661032e52ff1651ab685f6a,"29",2018-03-21,2019-03-27,Roggenkamp,"86",,"45739",Oer-Erkenschwick,
1,I,0x7f145660d827b7974264d3186bf63c752d3e42b4e3ea8274b0fef6a9ca91ff7f,"258",1999-11-23,,Im Vogelsang,"39",,"21029",Hamburg,
1,I,0xa4c6aa3ff171b114be26c149051843a68f60500404bb142f37812cd625aea820,"81",1998-12-31,,Holbeinstraße,"54",,"86633",Neuburg an der Donau,
1,I,0x08241aafb9ef4b22528cacd6d3d41339dd91e59bafea04584623169640f239e1,"67",2015-04-13,2016-05-26,Schiffenborn,"113",,"55585",Hochstätten,
1,I,0x595bc0a19651e2d62d8e9843331a9484a558992277981ea8b05fb5c3a3abef0a,"172",1970-06-09,1971-05-15,Aachener Straße,"118",,"54538",Hontheim,
1,I,0x7b226f44c93d25d4c982ddc5676b581f81dcd8ea9507f5a8dd57e79fe5a18705,"103",1985-01-02,1985-05-27,Zur Windmühle,"190",,"56291",Maisborn,
1,I,0xb3a550bf3d62d0e30700113cfe3b70e31891f7a872f639027061b4a54ec5c2dc,"9",2012-10-31,,Zechenstraße,"143",,"22946",Grande,
1,I,0xa739232e6ae35dc5f3b45eee29c6413f0b8e07a49b481675b2b3e62181f48248,"1",1998-04-09,1999-03-18,Neusser Straße,"197",,"31547",Rehburg-Loccum,
1,I,0x5da8850665d77a41316c71de87ea0bb3645fd6de06ab592f10055701f5c64a7b,"109",2018-09-01,,Wollinstraße,"183",,"25585",Lütjenwestedt,
1,I,0x01cf1c941a8b275316a3e58e725979f7c0689f122dae20a6908db8bff89c4ad5,"187",1988-05-08,1992-05-03,Rottmannstraße,"74",,"23628",Krummesse,
1,I,0x784c4d7fb3f7f386a2dbc77a712e404df73d1bf73f08afda6ee84a88204c580f,"148",1989-04-05,1992-01-03,Wollbachstraße,"197",,"85625",Baiern,
1,I,0xa140d02ec283e0535ff5cd2042e154bc6d13fde795937bc49973cade1c7ce98f,"67",2016-05-27,,Naunheimer Straße,"61",,"21483",Gülzow,
1,I,0xec65e3ffda6c46b72c9a840bfa89dcabb9927403289d7c8612c24c850044f569,"63",2016-11-29,,Lortzingstraße,"22",,"76456",Kuppenheim,
1,I,0x7cb2f1be7efeba9fc704e203baea4f3e4e4abcfedbc170591a91ef904dc2b424,"188",2020-04-08,2020-11-24,Deterberger Straße,"142",,"25551",Peissen,
1,I,0x464b14f78f380a7145421d6dd4390c944d2dce7e13a98b6802403b1fb2fd55f4,"17",1988-06-27,1989-06-21,Roeserberg,"76",,"78564",Wehingen,
1,I,0x968f8887a83817b9251d516dfc18d3efcd1748656e06f910a687578c300ba1c4,"129",1999-08-19,,Schefferstraße,"176",,"25792",Strübbel,
1,I,0x28a74c01ac69b9502974916cf5a1af5363863a2ecb045a68fdce7a6a761c4f78,"225",1976-12-22,1981-02-22,Mosen,"153",,"51377",Leverkusen,
1,I,0x96c76a4a779cde6d84647104c2ead5d94ddbfe2de486d256164fc0ae29ae0db5,"73",2023-08-28,,Gänsberg,"47",,"54675",Wallendorf,
1,I,0x27247d2554d99c6c1c5edc3db8db82988c8a1fc2d02b7e7063ea154edcbd4536,"70",1998-02-21,2000-02-03,In der Oberwies,"111",,"84307",Eggenfelden,
1,I,0xb74bc8b6f120fadb8a03faf290b97191acf9f8709a7fd142a4838d700fdc5f88,"34",1996-01-23,2004-07-23,Kurtrierer Straße,"19",,"37218",Witzenhausen,
1,I,0xcb1a15c6654a0d6115bda99b3f8dcab5f10d150a9d1f8fe5bd5abef35194b978,"30",1994-09-22,2017-10-22,Laacher Straße,"67",,"95236",Stammbach,
1,I,0x2299b1d951fe00a11c53bea085d5247113bae0443bfe065ee27f5f1c0b2440d5,"195",2000-09-08,,Am Sonnenhang,"74b",,"58769",Nachrodt-Wiblingwerde,
1,I,0xe19a029490435453feea036d956b139b64fca9ded71e6c400b296a8c8c272bf3,"128",1994-07-25,1997-02-21,Eicher Straße,"118",,"34549",Edertal,
1,I,0x5c55f88b0f45196efdf90b84ec60541898a2971cbbc42fc1fc566b6222ce9ca8,"71",2012-07-24,2014-07-07,Eschlohn,"11",,"25813",Südermarsch,
1,I,0x1cee3bd7cd908925e0e23b73c92e88f503d56745a71777b29ddf54e72726e040,"19",2014-11-19,,Edisonstraße,"149",,"55483",Heinzenbach,
1,I,0x7eea0982a414b5edf18b78f1d05da2e17dc319819fcb58ca2ce5a7e17403370c,"83",1999-06-03,2019-03-24,Egenstraße,"80",,"54340",Riol,
1,I,0x3977f15d33c52f0969ebf5a72aee4a9b54b6335018b1dd46b014aa3cbd5abaa5,"26",2013-03-19,,Fockenbachstraße,"195",,"67827",Becherbach,
1,I,0x66706cc5a67b8ba5a1fa9d2e5cbb9e0d5448e4df6791cfab79d2bfb27c7edfef,"203",1998-04-22,2018-02-03,Husarenstraße,"81",,"54308",Langsur,
1,I,0xdb8e65d5c79806ec3df16b929249b3ef8495d6ba162a82fe6e0e982fb93e4695,"72",2011-03-04,,Erbdrostenweg,"194",,"27628",Sandstedt,
1,I,0xbde9eba4a9945d695bedfb6942d8af7e663ec59e08e39b5650abe20be7773773,"244",2008-10-21,2009-08-03,Johanna-Neuman-Straße,"119",,"67808",Würzweiler,
1,I,0xa31525bab30598aeef43a8d17e7ccab38e2db2ddcfbf7cc3106f3db3278a4e4d,"97",1974-07-14,2009-06-02,Linscheider Straße,"91",,"94140",Ering,
1,I,0x42718efa98d404aa1905eb7393cfc53c498e63985a78d47cfede0a4c3de84c04,"2",2018-04-18,,Bäckergasse,"82",,"69151",Neckargemünd,
1,I,0x6d1842616b4f69552a37fc6b2613c80ee5ef789de6834e04249bddeeb745e5c4,"235",2017-12-17,2018-07-08,Klinkkampweg,"127",,"35579",Wetzlar,
1,I,0x7915c497b0fdd82ba750d7a9dbae5f8d7b59b4449f64b72bc005af52a87f62fe,"267",2000-10-03,,Grüner Grund,"143",,"56154",Boppard,
1,I,0x4ef908fdab54327be1c44223e48b410ee3566896f3e612c08293acaa32e82be3,"218",1985-04-21,,Nordstraße,"129",,"21516",Müssen,
1,I,0x1b53d00a51d88978dbdfdcfb9c3d85633424741762bdec0dac609121ff6e4ce7,"133",2021-03-22,,Am Hennengärtchen,"183",,"67714",Waldfischbach-Burgalben,
1,I,0x724cde508770433608a210fabdd2e221bf1d69a0dfb836fadbd4921ea7423794,"103",1985-05-28,,Roseggerstraße,"123",,"65629",Niederneisen,
